,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Irelia,1.7152871312387663,1.740298899979584,1.359781965882528,2.184349862533755,2.4684829437008613,2.318489274477172,2.5924511664290923,1.6354639984308235,2.427494662866137,2.3243826126363913,1.8436963132350783,2.267906024060116,2.6101810061826742,2.488132423588158,2.2249328731349274,2.036092002394057,1.4423958202877756,1.7851212643923604,2.498692026514625,2.2216075237573043,1.918799904025205,1.5356679428776916,2.3795652115393486,1.8554515170470331,1.7905011282646845,1.788570299130567,1.8380910262128638,2.01838708096305,2.727455852126485,1.3847888315077481,1.8490902871162103,2.316102982150336,1.9442225959630766,2.095922887578921,1.963857054145887,2.140191283562893,2.0493084506780135,1.9835347192001131,2.4205304706231496,2.0658524820944564,0.0,2.247502198040301,2.5226070950400112,1.9143028885292164,1.7696181168778562,1.7578116829126251,1.9428907087454466,2.035998805484708,1.961247074150431,1.8333590116319418,2.112314892283609,1.9021711075428742,1.6620368642586762,1.653012658894463,1.6715913235254052,2.085291892756391,1.7860113728016669,1.923014846536287,1.9131706658517493,2.0033762352852,2.0288274965027115,1.618800273708188,1.875338151283436,2.408440239619638,2.070477048267228,1.816314208157021,1.7224186452231693,2.415789579364052,2.116949018016642,2.006696190770045,2.300300679233485,2.054942689262287,2.058997155115624,2.179135001760003,2.0299037642587026,2.2463881381361044,2.8855287539665397,2.0943204188305398,2.460569077336589,2.24025593696912,1.754106450439585,2.117672531298053,2.026684227037937,1.9748518102368011,1.8001830640400356,2.2089071426912943,1.9722540206623453,1.8512682550602817,2.1381616999199458,1.819717799959709,1.9779252474357585,2.488237350297613,2.2378895101702247,2.0273627334579607,1.9091029890952935,1.9068659431862764,1.4853644967703181,1.9212816239306563,1.590491595066977,2.221555032379741,2.5766300474692736,2.3604778339179564,2.201301528088432,2.074633013031516,1.9539478734488898,2.12790723128896,2.1111358714105855,1.8070377022032142,2.242469072528374,2.6722554790758735,2.367746122859166,2.1646597248129154,1.8952012324609542,1.7255227714072192,2.284427398311656,1.7467517505001007,1.8459244707589098,2.5377813879686983,2.503276923333148,2.1815910489761725,1.9122857436328695,2.2108610621699207,2.1847952644683137,1.7281171416599754,1.8405409182357135,2.2059516916086386,2.1818944475968847,1.8953116768863452,1.6299439602822143,2.076590924206111,2.1833585710427568,2.061063495459163,1.9299149804489761,1.5537286745358734,2.399387741366878,2.360860985059603,1.981383900453949,1.9254570064301013,2.091677848673125,2.1443062704331295,1.7245819730310326,1.8658406239290333,2.3042366801066425,2.7098796288391704,2.1973238137182625,1.7588912831529682,2.2271341553475925,2.3330503858218816,1.8268829327558926,2.5045466181805596
Ivern,2.028844950985369,2.1669707891211227,2.199697090888486,1.832586124896078,2.1025517980519046,2.038146261814752,2.467779990130304,1.6621269382971684,2.3772464986523643,1.7783460443669632,2.0653576031796486,1.5516205608888813,2.235388234118706,2.2521156915198564,1.6355375960832974,2.282121346878291,1.8425512995082074,2.1158086593834877,2.1730605546602644,2.2607213465781575,2.219204937789857,2.0858671812018237,2.048261886815727,2.08371117644889,2.2210121899033353,1.7270291735506091,1.8462251376451961,2.525977598352789,2.033791353936791,2.1714490973513927,2.347967701820468,2.026191030582011,2.0536975976581755,2.0691460160047774,1.9869907970884932,2.047999861076398,2.2371482544157812,1.9989816957300028,1.8372315621130522,1.798843289826417,2.247502198040301,0.0,2.0066539478688035,2.16945255048543,2.351854816555997,2.1482343378352096,2.125542029587732,2.330340585595956,2.602700809062701,2.119946591175208,1.9337592943645885,1.6668052601088514,2.189205943068664,2.3714547525833654,1.8467921376902414,2.3794580351853543,1.9870480789629141,2.3489991157102823,1.7911578957246845,1.8338991748244247,1.9504140264591958,2.3354891487651623,2.505063680642935,2.160329201440922,1.7886383883555357,1.9997435082046773,2.3771760328621387,1.973995852964239,2.1551611558596644,2.01937073894413,1.980699597966696,1.7192057282853017,2.269740496878,2.168796307035592,2.1058161295309,1.9925229894880157,2.1729567774745964,2.1734946683190164,2.0205821341140977,2.1296794169567184,1.9105139494634367,2.156660341027091,1.5380323059387517,2.1243641018580006,2.209891578047061,1.7897278801260346,2.048938127450089,1.7891011014350815,2.1131161187439256,2.2066787266909844,2.0741083866791716,1.9835682878712884,1.8094721479976401,1.8097306728734963,2.465099176919797,2.2882361638258475,2.4606617445462318,1.9106453728016761,1.9768227314253715,1.827115740292066,2.2855508610297344,2.44447719392696,1.9907450557379418,1.9803688202665533,2.0249405644451017,1.7402532529375079,1.8569983117005782,2.0067355861058562,1.6448141704951567,2.1318128591144667,1.8603324337002645,1.9708749174739943,2.2882663398675422,2.2611679503926765,1.6587015443550228,1.6642274848685326,2.4227451158531914,1.7210892625604612,2.1853838680823645,2.042236717227583,2.227741371119131,1.9618219610285503,2.4987628699978166,1.904138919985672,1.9655971871765132,2.050655831583004,1.9699955260089312,2.0474468231897704,2.4623165143842636,2.0058889499277153,2.041821629316354,2.2259138939359504,2.103309345091665,2.0961959795381206,2.151714276775543,2.1185488670774153,2.225054062567638,2.383185862366522,2.072427352866636,2.3186145557675877,2.7176543177353816,1.7921437981746686,1.8582150558675534,1.9721085364895878,1.7332124376154265,2.6678156318388933,1.9355545596025328,1.696900049896523,2.02464984719351,2.011397176201484
Janna,2.8539139997251537,1.950802447186997,2.6641794694425416,1.6925384825705736,2.257566359968041,2.116140312826035,2.3491304480379704,2.168685415813967,2.337184531708106,2.4561929420499755,2.5696656703333565,1.6808457295822266,2.1705135545265364,2.227283281652642,1.5085167165458073,2.080081468361899,2.471146032131895,2.266211509747734,2.560163408892751,2.4378290989566085,2.831944563988923,2.3389021637342355,2.4902141901070896,2.492055907542869,2.8515535993729686,2.0946671410507713,2.2600051797164875,2.5902312158269067,2.3712777449821894,2.5539674405606485,2.740338318589709,2.46149057695353,2.602547834094386,2.50957382528085,2.422754301003872,2.4401614212154894,2.6745881116836374,2.595513788054002,2.2068851358099093,2.4043090560984877,2.5226070950400112,2.0066539478688035,0.0,1.911852064589878,2.2316424783594027,1.923946760708637,1.9034010696250487,1.692333285358945,2.1612388602756782,1.8052215262378046,1.1168546990144574,1.4830658024971837,1.9636897654615486,2.0235130791422913,1.5761511342242704,2.599979334095295,1.7139156525316883,2.3086205791585077,1.8273912900825444,2.09816117773867,1.6413049647784925,1.8418749841705582,2.2879564276151814,1.27387042093108,1.8239996162362664,1.5483250335570171,1.9078379358311617,1.020276013222188,1.442989882031248,1.6496990619771599,1.6130900321555663,1.459200452213921,2.2252832865991032,1.5905468579589077,2.25681360587661,1.11346086450915,1.1176055307258324,1.9773334090013788,1.5197364395073998,1.915385936517128,1.5799338899392221,2.0909758569288694,1.5662832008694703,2.121029028801175,1.5148841661289139,2.0023644857554848,1.9983950251483185,1.579133012621978,2.0286479632372583,2.2341036722316128,1.826271409777962,1.4734502865194974,1.708271313209226,2.0171848096675076,2.2996138383715246,2.3424888012093397,2.132567484244529,1.7664479029146853,1.844578812073752,1.7199435468965754,1.9370148864800953,2.5871892446333034,1.9484405128242888,1.7555133424492688,1.8300266054453487,1.7261431771699651,1.81074737528553,1.361647442364948,1.8331742917057912,1.247110650785875,1.0502496113580184,1.843043148924842,2.453460565454465,1.7150592266829952,1.5354034902388694,1.6062958756914605,2.3138663369914227,1.3205318689621335,1.8572482432886082,1.4169131305275897,1.6865778958540427,1.9314610280272335,2.3824063914015805,1.6056756125966716,1.700396185301727,2.1175925057319267,2.035507175772466,1.657934213996817,1.9069193367794606,1.6946571785793896,1.6595683958922904,1.9669269112220436,1.837947433061986,1.8698020462233895,2.2011859330409447,2.1511605753055396,2.0508618691532683,1.9374725644440163,1.7000487766937435,2.1490946858685605,2.5692217523905287,1.7539866777176,2.0100723729303906,1.5387551303768168,1.8527427600170714,2.45921010668236,1.557930333914255,1.255263117330696,1.8664566124272906,1.2659444554432266
Jarvan IV,1.894796269584734,2.1172864340105906,2.2181973750033674,1.7212915760020788,2.050470294088316,2.319440589152951,2.6904306316689235,2.0012460459851558,2.6520769636773105,2.498579954229319,2.1163064834107463,2.0657356427570446,2.200224917788684,2.268432730212388,1.8571947597609442,2.176081383671118,1.8282355054726083,2.178945322045521,2.1557818736693095,1.9914580681130871,1.9016827373671188,1.8754048178371474,2.0127413953654365,2.037819118720973,1.9605791678079032,1.6181708765875888,2.096407322028075,2.0986624948243273,2.4082272285733923,1.9175308334203287,1.9393973139435,2.099234626055571,1.9393288093673746,2.0366795319428594,1.9601394639949674,1.535864364062694,1.6835997426122062,1.566695710543576,2.34877094963387,2.1650255138639576,1.9143028885292164,2.16945255048543,1.911852064589878,0.0,1.7596863502675368,1.6178536426485248,2.0908052069716883,2.2497383900060455,2.5448703860913042,2.1060891802853945,2.0604538116075557,1.7401638619578264,1.7879051518126028,2.3246212901087913,1.9912401178332604,2.1746824585127427,1.7642842638471656,1.6861156782552975,2.031670838945971,2.105638015263386,1.9139598592894917,2.0267709140027663,1.6246977313450393,2.147783472959203,2.298335279533614,1.8126864078175104,1.7747605515667944,2.3248907388935542,2.299820056664057,1.660416622793526,2.124832127691789,1.7344346769762844,2.0794781308331896,2.285198859116949,2.166063731840447,2.18774728019989,2.7875672208603466,2.011711046193855,1.9316880634404183,2.682011462865183,1.77028573054543,1.7209596858175604,1.8254015765609404,1.613742414728214,1.9586686757783487,2.1249712917487944,1.6877634479949024,1.9070035434991146,2.288167477061427,2.4424848581372522,2.1538289232895873,2.5595801541782914,1.7757300797017577,1.7353896022335051,1.7991104529366635,1.848855937897767,2.013602849258812,1.7066333188860594,1.8775769749962126,1.7476540744294535,2.842475243504833,2.5626343383652235,2.0468329320986274,1.8583034043292148,1.775121901814257,1.9832286276977797,1.8327700189412814,1.9062234056724936,1.8604380213472556,2.6648720343571397,2.4882724257444937,2.0985736499256205,2.2199116351654435,2.088460216802718,2.0121528802818722,1.9605439244264513,2.1381348542644494,2.2788097600671784,2.5477458612527615,1.901959443722184,2.037540381767323,1.7164024473149446,2.1969073064813385,1.6969797351520681,1.863765191251735,1.994528024812322,2.106111355744156,1.788257000842096,2.048136850255136,2.120336898065968,2.120285700151257,1.7450301027726056,1.8808465704562,1.776280484153894,2.0759152163516403,2.2709409782661583,1.639069132400842,2.449956992949852,1.9753161301120605,1.7642385111599648,2.2180649645247517,2.0618388455682495,2.255780705365601,2.839549614451468,1.6559915893068353,2.0837040646419034,1.9879332582373528,2.1146280260513226,2.4461951668248965,2.417121232477673
Jax,1.6882410039637163,2.2165677215052333,1.8294847452932745,1.9976544018463598,1.9312415929888576,2.497095968207441,2.3838152792774525,1.8506326812564677,2.3780004880272463,2.5656410799855527,2.232534247435713,2.421962736042711,2.1486315089033465,2.2711137433632174,2.186593537829362,2.2571168847931027,1.7983479877557755,2.239105411495277,1.987290056466057,2.285585340365401,1.472606210006407,1.8603410141365166,1.7393309335310214,1.8110348598385744,1.9216403895370322,2.0697423540549225,1.9935599667151385,2.254203818257168,2.363870058683836,1.7017494733667455,1.7756984247423147,2.306000351449612,1.9688663520648595,1.4703864434924487,2.1056424827177893,1.9689987530586839,1.9141280804775798,1.7117204312157877,2.1792266888421663,1.923812051801388,1.7696181168778562,2.351854816555997,2.2316424783594027,1.7596863502675368,0.0,1.9054737150563437,2.0739221092641014,2.189227177788905,2.5533316261110315,2.221832841521038,2.4435563278597447,1.820562852438658,1.7176381552165343,2.0073382501804486,1.6808430909132253,2.002442195317229,1.9067739156872723,1.7700743215106527,2.1602485464246226,1.9510782691351052,2.068108419586212,2.132595447057788,1.8163506790992558,2.486774478799448,2.046844703939833,2.2516138155336147,1.9258609866869145,2.7789810384663105,2.2292554977496866,1.561197842109592,2.326377860413123,1.9977104785102695,1.3113242241124885,2.1668338909354072,1.746743881869772,2.261648715728434,3.2372008923161806,1.493300611763066,2.2883379840772036,2.71851681690088,1.9565414805447168,1.8478686476165,1.7615606908261912,1.4997344963215893,2.3680148626397575,2.1444381134038477,1.6166938717218649,1.9063927124628717,2.234442205976222,2.407067483607409,2.1282935425382177,2.900564894663121,1.7697135662592476,2.0680143125344843,1.6994396239015614,1.733359123190199,1.804757114474873,1.9920087366846086,1.6266840496523924,2.2127193291801492,2.966322749616043,2.2687232604813414,1.8741760332648993,2.0560898279262028,1.8561963277580575,1.7968557024155087,1.826895533151822,1.890684835104519,2.0508327619438838,2.8058989605640754,2.482380406215571,2.2668672876705016,2.103199687651565,2.354744991893439,2.1898262802842487,2.238789400165424,1.9157352718792342,2.4583020274814724,2.036419443617204,2.26173712396733,1.8848303910712483,1.889494991482285,1.4378912381598459,1.7798588811487668,1.6817564666765545,1.7340231167376388,1.9754645171462417,1.9706669485018926,1.8758228976365285,1.7635416543004938,2.250799766183557,1.961653734119805,2.184010042063416,1.746860110902355,1.949512018250998,1.7101673343873873,1.6532008852346725,2.4933824114385272,2.153394764848561,1.534616410691202,1.788797791872419,1.6791275455131855,2.103031243451506,2.958024291663364,1.9959513751232123,1.873381501859621,2.2086420283818566,2.2807026047526517,2.43259776820091,2.746324839503054
Jayce,1.7598599089017741,1.9348882798062765,1.950754475774153,1.879178097917884,2.3625012484738193,2.0557974802576946,2.5682315944107867,1.7626383963753718,2.523443387968525,2.1270513755879925,1.7317730350900058,1.9730223258864308,2.310543364515551,2.2000602589121563,1.9551455589717746,2.0464634637316146,1.679537753143181,1.8260342260560887,2.1813023627635832,1.765489673639289,1.8725436085183924,1.7872137534040438,2.1002923662254256,1.7872277890453754,1.8761355198688578,1.6707689414096243,2.184489215284608,1.9434186444119377,2.4778917501569744,1.7091969813571102,1.851064511660485,2.0244172083228977,1.620642953052627,2.084472661051941,1.745768341424086,1.7713017607222123,1.7669759720865212,1.8182911299610445,2.1132779603917635,1.9440083590321287,1.7578116829126251,2.1482343378352096,1.923946760708637,1.6178536426485248,1.9054737150563437,0.0,1.9905625731921235,2.22622735770005,2.459853284960147,1.9542581398186725,2.051054334935193,1.8331131366463074,1.7327588646139265,2.240024162527695,1.9263060047855975,2.515662629934246,1.6237143326228827,2.020726020144962,2.079892132405541,2.0290979227511476,1.8193504854250118,1.8948813102149409,1.998636989855745,2.523611141936967,2.3803668487823195,1.7636965658145176,1.7391233641217625,2.4410644798254792,2.367789239705965,1.9677777438527393,2.078798384591075,1.8773700472474883,2.3461380468329454,2.3258515729858864,2.2185805472284854,2.3599151103944345,2.9506215411368832,2.1453286112998753,2.298141480655629,2.6205520510922855,1.719985721347999,2.1268049443412833,2.086919212676109,1.9209923906792166,1.902977983985426,2.1845211177745174,1.9449571684929987,2.0150082436312875,2.4550752140787058,2.3574415110873677,2.003361558686914,2.764811412340014,2.1920319559420522,2.0180359756941826,1.937057790259584,2.0055583686455423,1.9483976490278045,1.5933332759876224,1.7079854953987044,2.228958410690273,2.857689368652449,2.6810325796955206,2.1721939422171186,2.0848273537915145,2.0802251740516833,2.0322467416515657,1.976304632050734,1.9161105142274537,2.1349182708710743,2.740256575995457,2.621091548629073,2.043280230425465,2.212338445940365,1.8939102242178465,2.1479150538340535,1.8256593061857387,2.0777606240035866,2.4819414557879957,2.563978089867319,2.182618344892278,2.0946054356357044,2.051739026088144,2.3623367094675487,1.6155600883146832,1.893878864954405,2.2249750060622753,2.0989724376814247,1.6968795079589185,2.015655957220881,2.089105083576902,2.045276031082674,2.1343091078212293,1.6627975833240005,1.6736056453685693,2.41565361263673,2.592265810685669,1.9281959814095082,2.3686451401239164,1.9141487523744694,2.198654966958327,2.1967497698178593,2.0930208663498786,2.2055413960254904,3.0143091076160626,2.0794069328019384,2.055297266451217,1.8962877063481676,2.053515374639222,2.1937077533141536,2.3894102990142874
Jhin,1.910804350335008,1.872100264469115,1.8818779742307634,2.0864242038931167,2.324817045913953,2.224477805705128,2.4674691666310586,1.4621639389668322,1.9248663785180447,2.0556309420520327,1.811288030812677,1.9142933242358378,2.2131643670522565,2.063456295321868,1.9349508619110298,1.5194591652791714,1.8794367798548932,1.996394103729122,2.2983512244046085,1.9944145159523121,1.8927497098285524,1.8962950635621347,2.30954981960891,1.4414781983416067,1.8181949316852188,1.9838847081799222,2.040992995289255,1.6208443657604121,2.356160336035872,1.8517494193466586,2.0188109962385905,2.1894757256490616,1.8882065654667701,2.011519104256353,1.9845831375763894,2.2168336497410666,1.8318068520778321,2.059158388123551,2.0377537841513957,1.886196728023989,1.9428907087454466,2.125542029587732,1.9034010696250487,2.0908052069716883,2.0739221092641014,1.9905625731921235,0.0,1.554960457118927,1.7583928268681839,1.6251204138978153,2.150782458958512,1.83302895687925,2.029959879850635,2.0644329198190756,1.898234855346097,2.2067611668371496,2.0098814244457244,2.158665063362156,1.8637754141585874,2.1659065593184788,1.6748463950937158,2.0812145738428294,2.1983279142499694,2.504740995712463,2.2949200824247717,2.090626385094304,1.403385986057526,2.4974381885342436,2.0564604241454534,2.0839900731458556,2.1953176278730266,2.1080844552811047,2.1446814841037227,1.7902702445376932,2.1593114815266365,2.157025053605385,2.8158917633659657,2.074544923472641,2.391516760411512,2.3834066639344296,1.9664417250433193,2.347197504603019,2.0337836299994323,2.2806792827935416,2.0564472499620376,2.28706579698102,2.1023189774018345,2.083590214196546,2.017451013996901,2.417277567571548,2.001521186337972,2.5529925745617605,2.2873679787354684,2.245857470098835,2.4436886954824604,2.0938563077907095,2.1310834854351675,2.1363761846128675,1.8574942625089907,2.407638622267753,2.330743873344129,2.6410606811594954,2.136940764020394,2.3056945957603943,2.2850523358057813,2.156248473344474,2.0838820672476586,1.6193942504617007,2.3908148458229004,2.5972837973207565,2.36548855800645,2.155964396256165,2.2456947956917017,2.0291861051667963,2.1564218195031897,1.9058736113913943,2.112467176289997,2.4714547511301648,2.29603093823648,2.0012805316408584,1.7021585747085108,2.4259611808807886,2.396034343200766,1.6735636462571715,1.4735145079031302,2.383700036655634,2.159272696277953,1.451229650458626,1.5491632399366968,1.8385683394606462,1.9453899490671036,2.2754999229488155,1.9804707875802365,1.9468566922546273,2.5635112589516087,2.352411263096558,2.2285392805917748,1.634900268764503,1.9356193917432702,2.378609050971662,1.995304685947941,2.0915819130596707,2.3424523082804543,2.750762412878417,2.2007854893385304,1.9911093997259652,1.9527498409266622,2.117931044499723,2.0206770990600442,2.427750358033392
Jinx,2.3275235206335334,1.6253905870281231,2.0457340553644676,2.1379577660225593,2.1718762989248996,2.1685562627614177,2.1414784258110022,1.6249236011221109,1.6307094252799803,2.2899102722458897,2.096801779384965,2.064017512810971,2.0804007310729253,2.10486153879641,1.9037609243609104,1.3078132877089519,2.1696490275538656,1.9616751827786008,2.3603677589683008,2.043182195894604,2.1125137810566845,1.8660021760696415,2.3336792377724747,1.5924637696278428,2.1575065416005414,2.0087996235372994,2.0931114270036573,1.8156896413773436,2.442105824005849,1.9899277832134183,2.0812869997100565,2.5292368842868846,2.2935292619841143,2.064315398497921,2.01789303024055,2.3799506261372128,2.0981748082262373,2.220419706118168,2.013353371223543,2.045310358278758,2.035998805484708,2.330340585595956,1.692333285358945,2.2497383900060455,2.189227177788905,2.22622735770005,1.554960457118927,0.0,1.7955521760737878,1.4839972999647388,1.8879575612577126,1.8121560357988524,2.1254488472852042,1.8478709205048576,1.7242533300480007,2.5648792322233804,1.890509972284342,2.2731282311271492,1.8410567822070238,2.282856764929991,1.5152092184379704,1.9213732182983982,2.268090839020348,2.002137099091826,2.0858118628387334,1.8700361501819738,1.4776200546599172,2.0416240171378015,1.5925198434558019,1.920131593362679,2.098514330029656,2.066286394974653,1.996862029672143,1.3756843000767505,2.364003332117708,1.7099521310420103,2.246582354172189,1.9991224253472983,2.240084946103823,2.2208819233504182,1.7076086685157754,2.292619953486457,1.9995948227453162,2.200466510905674,1.7770431524278292,2.4605788848039833,2.1735361023819655,2.013263121042778,2.2949030380165256,2.3957439078283254,1.7741719964506202,2.485700112490174,2.134730748242114,2.263154301609637,2.420650849923936,2.235586431603828,1.990490597004616,2.0787057760680714,1.9642728038103487,2.2035477584609047,2.3338231260515614,2.792121723922848,2.1656597077005006,2.4009608431472467,2.048767842024631,2.1460385940104123,2.2262632781980467,1.2791467339269658,2.3013195035614262,2.0532488027923517,1.9570233881452337,2.262218587566071,2.5097472771534006,1.8531675677176978,2.098587917311534,1.906169656281109,2.2707128858708328,2.3253267557357087,1.9736464011496382,1.8879631983742915,1.3603487043424038,2.3565347171417583,2.2892543981338593,1.7383924160663446,1.3982451582520565,2.314535065590447,2.2449741251733464,1.4095468284851351,1.3270556483403348,1.7017779962888848,1.860271974826994,1.9823184182720053,2.0889072246530396,2.071034752263923,2.4146380749813043,2.274875244089061,2.129427623767,1.5340874670657856,1.9130939511184186,2.241516313343837,2.1828508180208566,1.8728729571708156,2.3918431110599467,2.472891822470502,2.2142401693354294,2.204184506497455,1.7206135801639622,1.9743075175830638,2.0044771585829277,2.0403317217378656
Kai'Sa,2.2361211638487157,2.087263537305245,1.9777189279904754,2.6597579656413406,2.974482439837704,2.732684932277896,3.106423828284131,1.3376351923484102,2.30171571804612,2.602446958053611,2.288263152192397,2.568646582957152,3.08456764706985,2.820534677041609,2.564871342086267,1.8191045352623216,1.9548143424527906,2.1813616889500342,3.0343786201146266,2.4435259404725698,2.5259895371911365,2.0425579125792814,2.9320135360012296,1.8576708882852373,2.375543169351844,2.2097176469865993,2.2324792264327464,1.9568389677400977,3.106024622895184,2.102678524361398,2.5385562192213325,2.788381873287799,2.5683701521566538,2.584985674955123,2.5096087626942363,2.781678112030298,2.488333184961176,2.5897330029361565,2.6339961489882096,2.4662824220623145,1.961247074150431,2.602700809062701,2.1612388602756782,2.5448703860913042,2.5533316261110315,2.459853284960147,1.7583928268681839,1.7955521760737878,0.0,1.294895932790157,1.7515798258452884,1.6218450547680971,1.6336076526799312,1.6525037807644682,1.5106942113651844,1.7946326017272405,1.6771477192125064,1.816469707095623,1.500508210383019,1.8433868945062757,1.420622038665328,1.6062518875956486,1.8925120152553456,2.0816190260649345,1.7281642713615237,1.6684103441415135,1.2248697902614192,1.9753017631989953,1.7458511981136466,1.904700758399749,1.9364836079449559,1.9333002922345186,1.8717885608407068,1.4648466932535609,1.8589562945747002,1.8272744135820327,2.1972322811525697,1.965912939002702,2.12234850906326,1.6242372452858733,1.6269916690877755,1.926264660918587,1.8011272855727485,2.0048015874998177,1.636940041352182,1.9199428626851514,1.909095089523391,1.8044870544029883,1.6582060923261366,1.5665169754470951,1.6420611657162845,1.946552000182211,2.044846006372364,1.838175854044973,2.034745924756418,1.8534718995764239,1.6737756678801783,1.8023692164282168,1.5358282601400237,1.9772896812604088,1.5639819305789668,2.0151003765185136,1.9774458556225771,2.0550619324493997,1.8381876836786595,1.9469459103935784,1.9600805337095624,1.2910391833580848,2.0059485934757655,2.0671105801619096,1.8931840843062568,1.863382178868743,1.6334925186436764,1.520253058117396,1.9986557269722622,1.5015082550128636,1.7940863649137213,2.132560561807665,2.0767514948494123,1.8589600656667784,1.3444172727531036,2.11077954265795,2.11007507869007,1.5745839088716092,1.3273364296858943,2.0601978159610583,1.8854286953618604,1.2928241936137104,1.2033167672778382,1.7251979334641994,1.7984221743707978,1.9279590277074765,1.7166197781589196,1.6032778806965495,2.209232618197037,2.094503884032612,1.9336485044941147,0.9989448341290685,1.7549547960871892,2.050724325188511,1.7510997466430593,1.648089708249102,2.0693378298902,1.9870610195958671,1.9871469769936803,1.773722137538748,1.8062818644159135,1.9128558948952261,1.4593959884272054,1.9806771636123164
Kalista,2.0719347571510274,1.842757454634657,1.9072129531715545,2.0556149876771297,2.4795257945524827,2.1256232780561892,2.5327747569426564,1.4245317586241517,1.999951708596428,2.0763395640502154,1.6605410353567303,1.9224152542993163,2.4165811953828626,2.419665878019362,1.9744660189228562,1.588036981247947,1.8282589252883004,1.7336131700690862,2.5208875505981734,1.8618157317396644,2.211014259955413,1.8338462842906613,2.45114742222304,1.4174753853064983,2.016123057975624,1.7773596941457623,2.043114950347629,1.7565471830089556,2.6023004799834433,1.7700513716266328,2.081794633266447,2.4582876505654156,1.965098849506652,2.3039687692932556,1.9035878221385805,2.186808862061524,1.9229109446051083,2.127021474832675,2.2401880711025353,2.068266557949009,1.8333590116319418,2.119946591175208,1.8052215262378046,2.1060891802853945,2.221832841521038,1.9542581398186725,1.6251204138978153,1.4839972999647388,1.294895932790157,0.0,2.0023393075531573,1.8562281820897104,1.9167740617524314,1.8808170915149909,1.7870340764507842,2.4484021278479835,1.829124950626453,2.1388521209095153,1.6489368616553854,2.1638949962231124,1.461620348371316,1.7417740669884674,2.0470875902255763,2.3909256923615976,2.13924740108755,1.807232280623872,1.3859154742334456,2.177119707136204,2.1437083753700192,2.161389635378537,2.206485303675025,2.0843983735027853,2.2123021538436007,1.8610453559274418,2.3545751358285805,2.143667038200094,2.561689885488156,2.222319507535208,2.4207035348534673,2.3655109021957843,1.626052298486321,2.2945775109092534,2.047885469986615,2.1845444225053643,1.7636755177245647,2.3630165381925674,2.237784867484488,1.9876513395853357,2.2864667178234837,2.151246048837332,1.8062797056087183,2.4738382329707096,2.2634886550247355,1.9648021791174288,2.348869657481298,2.0115370168779,1.8050317855785223,1.9474366237759317,1.7437738391154116,2.228893683139839,2.327278476991977,2.735156532684828,2.1707924049966687,2.250248863885873,2.0906601036731423,2.1492488457521466,2.1956367266423764,1.4293180993789436,2.2260232862257796,2.4454020553630693,2.2142812708740514,2.2465967668290108,2.3185476906461613,1.7703330850601293,2.0957017692052644,1.673615257363135,2.190073133046967,2.377314871957368,2.4365677729904864,1.9402641291722698,1.565762902820505,2.295515165983582,2.4039884507040763,1.6378507279658898,1.4311437878574755,2.278302961330333,2.255063360251302,1.44133028876476,1.3240689730191981,2.0406281640277983,2.069590014440381,2.214371461235509,1.8396615408749348,1.8741191753593722,2.574329382285281,2.515350889397762,2.2423352736818964,1.5289631887431785,1.991278047824855,2.3727302594836432,2.0190932307981884,1.9405502474150158,2.3728888074304315,2.62697278647963,2.1583383120416557,2.0137771150135118,1.9787711129443506,2.0502283196036877,1.9523843780999557,2.272380231356379
