,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Morgana,2.404568978334014,1.569740093331114,2.1858428147644187,1.682650672971,1.700589020145672,1.9044679643700384,1.7376857112849131,1.9027090303901846,1.7065803185500297,2.154477917828341,2.3220660655703873,1.7402999191861201,1.5104098201113565,1.6411754977128197,1.4908732657844088,1.7413611443289367,2.250387305836789,2.0150655774511548,1.9666439335069699,2.2297272355040136,2.2287826465075007,1.9555045706404142,2.0200015529958404,2.2044890750883073,2.3764243613912748,1.9891374006645453,1.966478126479507,2.199320507099071,1.8830196628095175,2.2895664712988117,2.260692770256097,2.065381655465207,2.4528432147099877,1.8560433975865658,2.222185750998975,2.1732479107465195,2.4246096076626684,2.295467889788201,1.7640761797764906,1.955990853423553,2.2463881381361044,1.9925229894880157,1.11346086450915,2.18774728019989,2.261648715728434,2.3599151103944345,2.157025053605385,1.7099521310420103,1.8272744135820327,2.143667038200094,1.3732887873442186,2.202859381040174,2.4262467382882673,2.0260777606993168,2.1029175709767305,2.112565026538411,2.244619904356407,2.297447328840175,2.171773811060728,2.2640412082927104,2.2120481140006363,1.990839224400381,2.1499067115930703,1.218303061075903,1.8117849483661375,1.928423431228217,2.24601093621699,1.2450023571107198,1.1807098966435383,1.9644850913335974,1.746528849153926,2.0086529342877064,2.06838571073843,1.490586757653027,2.149259607620238,0.0,1.655476853716999,2.067466708689796,1.7352669409071833,2.0557213358467488,1.8407882637846205,2.3747168773594165,1.7940578603367703,2.3560392546193922,1.9388968430785292,2.328821544249541,2.1266186031909435,1.8856962033584928,2.1538422601424094,2.5826980111246645,2.063122029483804,1.9973177110492801,1.9690807733145126,2.497674042530855,2.6111605197617473,2.772508536599358,2.513396752351289,2.1211182952854757,2.061768405176474,2.11559745345576,2.3436900106698455,2.856132778463888,2.2473009559425376,2.260337331649877,2.118049030417495,2.023716264731081,2.1401327900819074,1.5027047099632442,2.2361517497238226,1.5792892709766337,1.3631631159695754,2.1245218697992545,2.6908208800490083,2.0163483584655935,1.882305520862077,1.9881269450932502,2.5490594177881345,1.7783065805761746,1.840991126195862,1.6916134497821613,1.8885664395865769,2.337462304790945,2.5519790381281964,1.8815247117428584,1.9645920434433959,2.4967386206256297,2.2699467165389664,1.8608006348542672,2.2646432621047983,1.5511174979965652,1.7708146972642191,2.214317915708532,2.282323613251451,2.2129664121660553,2.415448461638486,2.2159905868816447,2.3014927472414244,2.2534318536643436,1.873359966113108,2.350245330050515,2.905440065224364,1.7276642162029385,2.340508542096936,1.9568817491220625,2.2503111943354885,2.760530889017144,1.6785799035047304,1.507027393979733,2.10754155965909,1.5480919372903015
Nami,3.0506482538363437,2.1243274759302135,2.906361826012689,2.0544815537186003,2.556535488723595,2.4153053146986405,2.682914968663666,2.2780630212932023,2.5683698082289688,2.5906975177608835,2.8450765092425185,1.8154364408262664,2.4246237004187234,2.3821640984087544,1.5802321020851997,2.3445786556439887,2.7214269192974254,2.5130850198322285,2.8553491528440222,2.8870295466586806,3.0679275991938093,2.507121550378389,2.81898958181742,2.7291599196286804,3.1587628702761212,2.3262918765203437,2.5478040813071066,3.027330788868831,2.6162537463207096,2.8895797091749564,3.082728472472821,2.698882003397959,3.0681420275333697,2.7324794668620314,2.637423124151383,2.861651374232778,3.1256541435406264,2.903173803192521,2.3484103170638733,2.464747151455005,2.8855287539665397,2.1729567774745964,1.1176055307258324,2.7875672208603466,3.2372008923161806,2.9506215411368832,2.8158917633659657,2.246582354172189,2.1972322811525697,2.561689885488156,1.674708904178007,3.0457587820802106,3.1860488934092865,2.680923507890869,2.946602029214081,2.693405899073371,2.8577762153319437,2.907554212660475,2.5694114243915824,2.699557216494598,2.684943917222582,2.661163344750567,2.7953745308072295,1.467583704863571,2.359439357007139,2.395525016670372,2.907587494664537,1.1850813085963348,1.9254967361411495,2.949007008341173,2.2137793827249395,2.463759731665488,3.0189088683799183,2.1570714042946006,2.9136387598525744,1.655476853716999,0.0,1.8718404800974657,1.361864795334541,1.5983346301034551,1.5468399843130112,1.944149157409927,1.5296018651162029,2.0119606582057585,1.5059457814307773,1.7677156485878136,1.8710567967209486,1.5269221772140578,1.7522349207816115,2.005435426530729,1.6200028396793809,1.2541510018616115,1.6480081018328558,1.8613696338036192,2.1346299545521688,2.216419133450263,2.03844498441292,1.6824926798478737,1.8104403965638454,1.5614385772144517,1.6616086239201526,2.2710155462161032,1.879677417823675,1.6941732156407272,1.7316591652479358,1.6691523291498125,1.7435140421293605,1.3634510557188715,1.67593925441522,1.08145007131521,1.0149992940549457,1.6520795533246253,2.2063848523326204,1.5930402062704108,1.386318408641798,1.4842876421775952,2.1146033198919403,1.2205307670891101,1.6767176248241462,1.329036382735943,1.6531268966416666,1.8224425157895114,2.2341922055716226,1.6203075434616678,1.65902279691449,2.0162237599741983,1.8296323121697355,1.5499022748866051,1.8591142456170648,1.5473075019465845,1.446307409285042,1.7814236626770341,1.7653354927748797,1.8547440850868615,1.9453222651560504,1.9366924277337272,1.9116982930054014,1.73840493784421,1.5541621836476918,2.038380414812348,2.411431576814066,1.54525551997161,1.7609170058116161,1.294638493300485,1.715439296257847,2.316445171190928,1.3788635642575688,1.209768197059142,1.6832812220377893,1.040708918223248
Nasus,1.8020200537283204,2.2157003707846794,2.0206821845761,1.8966383125895727,1.8052252479686304,2.2659318475421384,2.172643180807551,1.9014258084680213,2.1687795770897496,2.259640873930409,2.2352886516164707,2.2256692227213297,1.8854042757363547,2.0260615031468414,1.9517033193842928,2.1987008070722003,2.0768033815536215,2.2358553511049464,1.5862518193404886,2.3954081259518647,1.4393730635454844,1.9980905501812922,1.5598204915712557,1.8314484424583297,2.1969284708370673,2.2533189042476995,2.0378930110913767,2.41238014837743,2.0704296416077197,1.9365688735292224,1.995303517855143,2.0928606612737912,1.981074409808364,1.2738692729502792,2.0681588548141185,2.197193183544192,2.196912211590494,1.811034376916613,1.8486482081811866,1.629333274889066,2.0943204188305398,2.1734946683190164,1.9773334090013788,2.011711046193855,1.493300611763066,2.1453286112998753,2.074544923472641,1.9991224253472983,1.965912939002702,2.222319507535208,2.2740186633188078,2.2127509933655602,2.0695980476373506,1.9484451480044949,2.01834321986422,1.6705477208892558,2.2577820472012373,1.8561472986881578,2.218749459091404,1.8943009613263333,2.194771668829717,2.245191536160287,1.8865910427443788,1.8606929230528115,1.991779425694122,2.3853516223653353,2.23597086476964,2.109644365740321,1.9408952299608113,1.698165804879015,1.9477757019275779,2.0590952511703278,1.4100864605633878,1.9531314783204519,1.5699600818199126,2.067466708689796,1.8718404800974657,0.0,2.13489446116943,2.657836351859463,2.064135244437555,2.082087178906079,1.6897612616148086,1.751847299884275,2.502492279067105,2.064638454591623,1.6583464941688149,1.9386961886961023,2.2799295883116617,2.711446773819177,2.1224069111409394,2.8464125985477056,1.674739899574148,2.3072930794916187,1.9682955725653828,2.021843594453613,2.1185889148242114,2.06821873223361,1.9129582563692507,2.275275378775232,2.8962608016972946,2.42642243792327,1.8623751334835843,2.051062711659176,1.906135718290389,1.5973714912991692,1.6895036211563679,1.9134864780391128,2.0559631603748025,2.459966104693139,2.1854380174970056,2.1057031176478853,2.430417463186932,2.4897364112786273,2.029429972422029,2.3427510568612955,2.1354847269456783,2.2362335708563106,1.6944528983057212,2.2416173748881634,2.056799693095182,1.9635991448794587,1.5445410334834224,1.8790217441373127,1.7755570224701185,1.7794069959225236,1.8574837885261224,1.9747950454102365,2.1368948060583066,1.533573657522996,2.0679366872623324,2.1137167655068825,2.2910217986942314,1.9097320802360844,1.8552051073734799,1.6909931162375829,1.8996878332829272,2.618916925700654,2.0826185019195274,1.8224897421385406,2.179319728379991,1.7947701686620237,1.8873399694241462,2.718517811253735,2.120138289320341,2.265377899211825,2.0464507355212054,2.0415934694061946,2.4609478743425663,2.4953702113511653
Nautilus,2.2190346106345995,2.214780976819306,2.560020849187968,1.5012834726380235,1.9382732861066758,2.269109256685122,2.495980348155213,2.088496956229186,2.5371430503847456,2.3640621626095997,2.424899249210811,1.7308197923416568,1.729094241325529,1.9994139029675024,1.32731766645664,2.2993912937970418,2.3013766591612215,2.371938322388441,1.9419019474459713,2.3194474471965574,2.0922097966183677,2.2063389233717534,1.915447520013885,2.3503481028429674,2.4725577178265548,2.12554043618902,2.405242099477074,2.6060399294132277,2.1569623724891716,2.385359863555735,2.3354932736343943,1.9257430621944485,2.3501637867124594,1.9729960167289284,2.120261248679644,1.9911562141568244,2.3429910872195863,2.032986123323526,2.060034555584856,1.9869494415866904,2.460569077336589,2.0205821341140977,1.5197364395073998,1.9316880634404183,2.2883379840772036,2.298141480655629,2.391516760411512,2.240084946103823,2.12234850906326,2.4207035348534673,1.825490713715556,2.497022267805068,2.4726120929614925,2.524151267175973,2.6028275834220067,2.1464449386219138,2.283150277296244,2.2395966419377293,2.383089418144041,2.117470306714775,2.2850850543060157,2.4458612819382752,2.1640187157869875,1.318289064567927,2.2231029465092544,2.1626057516926083,2.4120103615075137,1.4905932181091934,2.036709453336146,1.8909405633691732,1.8932120343659675,1.7251731117024256,2.349794768282205,2.1357647767401637,2.039178866380042,1.7352669409071833,1.361864795334541,2.13489446116943,0.0,2.267378687033709,1.986829888169811,2.0330386157168436,1.6583893216205428,1.8664876111089461,2.079773068834342,1.764411648625203,1.7301181355669903,1.7235397047928447,1.9095164928471173,2.5542345242165796,2.0449894222530896,1.8620383016944155,1.6134590821266332,2.000359954877353,2.0260336577441165,2.3262579985916085,2.424415841047355,1.7175829663702167,1.987717979284801,1.7250775007267387,2.2524629501916915,2.3895502821478685,2.1115144759106266,1.7070056837204395,1.9161104675409752,1.7568234596134882,1.6521239022146934,1.7822000023550715,1.750992524685152,1.8974583266973883,1.7449819981963621,1.8131827474896582,2.3947504488189377,2.138922729289906,1.4386395090034212,1.9913702451391238,2.3384088983270197,1.585294616726463,2.0560680321153515,1.482947294652732,2.0294232235066083,1.731371463170706,2.284713589027324,1.872917072332144,1.9430248938511394,2.105207363238307,1.8228162020204104,1.8284823033246445,2.3128479560757174,1.7980997327622716,1.7649164784422213,1.9489536268320826,1.9978344585102052,1.9863049594943851,1.8385029682528113,2.101870033945828,1.9070169972311217,2.451884689021884,1.830853485897044,2.085950310827541,2.6566745095567077,1.8759320341088186,1.9090570415007193,2.0121320244020087,1.7200943405677909,2.56275694372138,1.704465009098904,1.599531452585739,2.304273958115576,1.7610706814755632
Neeko,2.2948043872835346,1.9005968864087035,1.9905916418785192,2.5839338684683524,2.5922031397260117,2.377393433073042,2.649829893311789,1.619152751014201,2.4716393075807424,2.216391371366769,2.357575238672644,2.287715002291255,2.706254099541701,2.4183089005760303,2.3044005570469572,2.334251672972453,2.0826533300795425,2.2066354064674303,2.68965635560986,2.733005676792735,2.53427441644944,2.0085123886139167,2.6754824150302956,2.427073987224574,2.424998781273725,2.246637487024583,2.0555675656546124,2.700262035154955,2.554494297539958,2.353056371816598,2.5461228375968616,2.4002874651702375,2.7735783367653313,2.347759744562399,2.4822127104097547,2.7965551023778534,2.9396016743596127,2.6380883754358484,2.1588682802091403,2.1158866938300234,2.24025593696912,2.1296794169567184,1.915385936517128,2.682011462865183,2.71851681690088,2.6205520510922855,2.3834066639344296,2.2208819233504182,1.6242372452858733,2.3655109021957843,2.1174189486121775,2.726460449099152,2.634309599512872,2.128196916601949,2.511558071519979,1.9273844256617052,2.5259490440371843,2.459929167423798,2.1734968408315942,2.1735620628577603,2.647157343005447,2.180756433023127,2.4849898281618783,2.1078624169284317,1.7630800324520384,2.249711049515403,2.6389815124800515,1.9126952678500322,1.8468111003300332,2.823707275755139,2.2094027823727926,2.67785484417921,2.4442688844952705,2.046172896252424,2.1203009094913385,2.0557213358467488,1.5983346301034551,2.657836351859463,2.267378687033709,0.0,1.7260196232202218,1.9922191344617437,1.6295281411266926,2.107373179847798,1.7587536333640357,1.7395422132588625,1.8591402252997824,1.704370092103237,1.5407553830149257,1.439887004285216,1.674234799695007,1.712110434704577,1.954559467806688,1.9704069009989218,2.1994595395772376,2.2019236388378345,2.0097027404901064,1.8283396833403243,1.6937073097640964,1.9107454922370992,1.5977985507864891,1.8542812500551085,1.9330474954261911,2.058119841995511,1.8616156645297377,1.8687542811594267,1.910254355956514,1.6404419143068394,1.9139369550901348,1.784425634144158,1.6296700104605626,1.6982612504346999,1.555923734357932,1.6194742962813,1.8436320725303177,1.4030491120100457,1.8977191070592463,1.911205222098327,1.8078003089076264,1.9609437751650742,1.8158982892731723,2.1207100872002718,2.219910436972021,1.7268811718799517,1.7809622992941991,2.1507459432327956,1.817211350580113,1.7063596353754986,1.9844632312657793,1.5362021887941653,1.6112757098983888,2.022559941716456,1.8426823675952997,1.8068610507246898,2.074531831156254,1.987785667428533,1.9609140175928337,1.6105861566429802,1.7035303981871834,2.171468880166432,2.192091381862866,1.4694841963586631,1.863285167952383,1.5701723981583726,1.9696870481744122,2.137458898250577,1.6268711799916393,1.6337701753678846,1.2237213030139453,1.6358182915132202
Nidalee,2.060476045831737,1.5642545152484468,1.7220371199139477,1.7894586394778869,1.979479110148989,1.8281005342128716,2.0670725863798407,1.7459419462761867,2.106848815300863,2.0151029874361512,1.804017471518262,1.7447358997805507,1.987642079682711,2.0464016895203194,1.854138028870791,1.7640150933483025,1.7893515102699151,1.6999554537221258,2.1413965204471825,1.858036598974649,2.1030181431074273,1.6571586298416157,2.0878238058000584,1.7407035989991861,1.7988959055472356,1.3651920473733146,1.635681321151188,1.75616859660351,2.082948359368406,1.7762554839914042,1.7326053996359374,2.2217950107710256,1.7888383018743008,2.1007052379935693,1.8010868066555201,1.6921084708657685,1.728667719490956,1.8136860878810546,1.9252869924630052,1.9813607229520884,1.754106450439585,1.9105139494634367,1.5799338899392221,1.77028573054543,1.9565414805447168,1.719985721347999,1.9664417250433193,1.7076086685157754,1.6269916690877755,1.626052298486321,1.6924264585306206,2.1391088147884565,1.9180144524625533,1.524400309534243,2.212155644629897,1.7017992253004053,1.9128278522951636,1.5391770850700537,1.7143517262304788,2.044647146358704,1.8814352762089628,1.4263931566418129,1.3405999846286387,1.7904637399981043,1.939203397664961,1.8171847985244791,1.7643697275752679,1.6401638934548701,1.7977336517849989,2.201495758903123,1.9284562967473282,2.063239192111383,1.9390946977359598,1.9090036205356131,2.146796731247802,1.8407882637846205,1.5468399843130112,2.064135244437555,1.986829888169811,1.7260196232202218,0.0,2.3945615976512387,1.9673491484616075,2.2281929058916368,1.9025595091238996,2.7519145634146818,2.2728018025819043,2.117428595465735,2.5711784213011435,2.4355735147534925,2.1251621775061733,2.830126601711233,2.284318044750765,2.1034308977644454,2.5661284978380507,2.018579896406176,1.9786094360314264,2.103120894179653,1.984221229257731,2.3345554881401642,2.9850073216042086,3.1919015591227136,1.993445181167741,2.473220627397137,2.0814921017414907,2.2264625692195543,2.3560134438233504,1.856925497116836,2.366790121498351,2.606563485636041,2.3689066562384995,2.5807843850870573,2.628494195063886,2.0202967673413843,2.3368606173821607,1.8476190137175605,2.4556473696350687,2.603951848335922,2.4446653371053273,2.1317955878305272,2.1056298957633803,2.483873841905943,2.6405552739830584,1.6543426611053333,1.9160150644701552,2.341830617617532,2.6466062340542957,1.9228124925553673,1.966361442498931,2.1274465969949836,2.140865992149484,2.229397318534087,2.1803097194779264,2.0997999798580294,2.7116649693463803,2.6351246106522495,2.2602918989801903,2.4254308489252443,2.0821256071674887,2.4041471791182634,2.392783416830359,2.1459756439282587,2.704435070477673,2.9165385456758903,2.1900305392234025,2.261824690742494,2.008764123243742,2.067639204988096,2.151634118927261,2.356285738036955
Nocturne,1.9439199180419136,2.224106603162001,2.130924399593287,2.102055986540562,2.123544388932969,2.417851213062896,2.732785025881455,1.93855974919922,2.600045832128014,2.4097334738899465,2.256619371449715,2.2956550515040304,2.4008137257758273,2.2894415767151033,2.165509633460436,2.3914408971608943,1.9663039292028244,2.2729280869100723,2.2036323165627256,2.3846243022880986,1.997956387632138,1.837277363719913,2.0934624366381414,2.0961622228271706,2.122546725764546,1.8183097797095034,1.9155229788401213,2.479083296048614,2.2892185433123458,2.0829993065872316,2.0469936064416263,2.3137711120750026,2.2364303533303933,2.0060912206477557,2.2133958330938404,2.1135036748552514,2.0963311457333456,1.6904123415775294,2.2760233604279225,2.0633190570321145,2.117672531298053,2.156660341027091,2.0909758569288694,1.7209596858175604,1.8478686476165,2.1268049443412833,2.347197504603019,2.292619953486457,1.926264660918587,2.2945775109092534,2.416601106916271,2.466765098187101,2.0781374113147666,2.1450142935470238,2.5084844720049913,1.5447154382872095,2.2484509360465053,1.5648237312958704,1.978218751714602,2.015903175674512,2.287098643309783,2.210573304392257,1.7614141172738376,2.051283013436641,2.1142429256722215,2.289783124235364,2.2504963925368497,2.159655047982092,2.3334848050088337,2.233177283682278,2.0068371163541814,2.2756232038636472,1.8317173301883654,2.2650692324382646,1.959181525641583,2.3747168773594165,1.944149157409927,2.082087178906079,2.0330386157168436,1.9922191344617437,2.3945615976512387,0.0,1.7049488923144307,1.6107864572711748,2.11454891382587,2.0757213044745817,1.6376570188928004,1.9649595740827308,2.0834921280172876,2.1838081946994943,1.9167289636999396,2.5070112987612725,1.6499027063776932,1.687864392879224,1.8840351424162924,1.7631453376757003,2.09800010095545,1.8259613082648545,1.9141955230769288,1.8338427273492426,2.5759803742734575,2.295938536822075,1.7631636627237401,1.948124052549937,1.6109068431093727,1.825024235310278,1.8989554546307148,1.895794697546144,1.623714831251412,2.427667905882718,2.3067966220411913,1.9768068645436603,2.0356993053855286,2.0979225709315017,2.0023918533534975,1.923030166064972,1.8377991132042462,2.2322924482603286,2.1398202696664463,2.134277427292623,2.008619605579537,1.7671550144237893,1.9068495394949787,1.7809380192486963,1.7539690158560088,1.7858430256481261,1.9272358747729061,1.8045808194563164,2.078066431133315,1.8755372916172612,1.9692358385633852,1.7136359267671333,1.9736363912000785,1.810184278191128,1.8260895064643712,1.8330199463924186,1.6307193534394078,2.2992928746580508,1.9175934307530784,1.683953892756554,2.1889880145791256,1.7775489780491565,1.9532875438392454,2.5402911717006544,1.7134095745047948,2.049012812423997,1.8999900511786443,2.0378833136918186,2.2260641452590564,2.249941256470509
Nunu & Willump,1.8094120613216493,2.04563589260908,1.917198983912666,1.6438891840337906,1.5985509097706325,1.9874396029993768,1.972518053439914,1.6911350542653323,2.051354054242563,1.9305267499266932,2.079120735032289,1.7188708059937912,1.839040887066608,1.9900516692451387,1.684483233294491,2.1115169856455034,1.8542449923666144,2.0644869564607196,1.770043608001117,2.1041389897082556,1.8264387848685564,1.9150266341129918,1.6040008089692663,1.8796251879734358,1.9938337590639765,1.8168269307782074,1.6264617719160084,2.2358407484115106,1.6844895527738262,2.004687996559593,2.0005440887048156,1.8210269561004802,1.9207591877800025,1.5391750688759145,1.9453131682015685,1.7917279636643362,1.9785007077634416,1.7522650411956007,1.6638003994771335,1.724471429803037,2.026684227037937,1.5380323059387517,1.5662832008694703,1.8254015765609404,1.7615606908261912,2.086919212676109,2.0337836299994323,1.9995948227453162,1.8011272855727485,2.047885469986615,1.8837446196000975,1.9593533381433534,2.032143898284916,1.8965769042261977,1.904136923231907,1.5784407857314715,2.0923990408064475,1.7623555178072108,1.8833866720721366,1.7149170321544933,2.022329922273154,2.0291351083042097,1.7396713735970073,1.6994314199297,1.6181941242835955,2.1290619382289306,2.1561002351664267,1.6939966455276179,1.8806955887237222,1.8160821535116611,1.8507475708927335,1.7814275886439517,1.622232486729269,1.8771380876623034,1.6297758941504756,1.7940578603367703,1.5296018651162029,1.6897612616148086,1.6583893216205428,1.6295281411266926,1.9673491484616075,1.7049488923144307,0.0,2.1234378550883406,2.6191652257691116,2.2186073251467633,2.0231968295468024,1.8892295629433784,2.3451714276987157,2.651664546659856,2.380866521798884,2.65474352317092,1.7722523860984745,2.247470300703003,2.598654464898337,2.4119657564234793,2.62992647218656,2.2031240306210536,2.0748025855578045,2.2018396943289047,2.9122889865942327,2.7421164047297535,2.073695285223891,2.3194599958458038,2.1436031569573646,1.7346501670018264,1.8500809468802513,2.0488317753148726,2.0496097665474773,2.5247676720478522,2.1067170002076905,2.348190480574059,2.587237859263434,2.677578843498227,2.0442208051083783,2.1748753958236224,2.5762463530647146,2.1220910935938084,2.1657983537536114,2.344387320732489,2.3019683536868527,2.1863832809075108,2.344462235282466,2.021708402505446,2.0295570727100487,2.1199840111547936,2.1500125989038446,2.277349848033254,2.658997222592866,1.9395136678978322,2.266602192396794,2.3838599721477354,2.5422074953195946,2.3004654418077273,2.214252667389485,1.9701735940829546,2.255890574217852,2.835731667342878,2.3034355013281655,2.241677548695374,2.8294155248048605,1.919874035175188,2.2228333526424136,2.5980389146458447,2.011826289990126,2.833858677753303,2.194320089491339,1.9573846416763536,2.4139863637139327,2.537446117605761
Olaf,1.7577749739715909,2.24608773985542,2.080896202899443,1.8357094711028883,1.9979025374766493,2.3866724561147468,2.5476066556749957,1.8753382777039866,2.4771425110446454,2.4156093513066073,2.179756300382972,2.2187116319251174,2.141234365408137,2.244255649908115,1.9505375647133023,2.2985998237616645,1.8972952391882096,2.1292397434100554,1.9676165801577832,2.1692377838649435,1.6134632249090595,1.9414839586939707,1.6632590811472117,1.8627123406314938,1.9840036775059313,1.8140324948330908,2.0270735436522425,2.360462572490554,2.2765086706908617,1.8763613852041328,1.9730173276453973,2.1216440094521802,1.9100561332415487,1.6687267842282099,1.954695049838197,1.7270583175447876,1.8169927055311839,1.5917432646500238,2.142420430873103,1.8772643837724505,1.9748518102368011,2.1243641018580006,2.121029028801175,1.613742414728214,1.4997344963215893,1.9209923906792166,2.2806792827935416,2.200466510905674,2.0048015874998177,2.1845444225053643,2.3539027241161894,2.3966179960615692,2.0121414390853163,2.110263359937996,2.377830292322246,1.6039374663768813,2.1304409251849297,1.5983326159461584,2.1010955580291903,1.8092353603610087,2.228295674945477,2.1600443627186823,1.5373015809948982,1.9991120849556256,2.0504754881191727,2.3032941926300254,2.062591908043372,2.155784189790644,2.3623782475943473,1.969274936554884,2.1124933500133483,2.0491623560055956,1.6768252324277182,2.1853384718802538,1.739546107525315,2.3560392546193922,2.0119606582057585,1.751847299884275,1.8664876111089461,2.107373179847798,2.2281929058916368,1.6107864572711748,2.1234378550883406,0.0,2.361313880501311,2.040709869747249,1.586351726626387,1.888570124173369,2.3332537933889235,2.445941896457194,2.123820325646645,2.8308318978140328,1.728777049503587,1.8234553799311046,1.7436456981881037,1.827308415299592,2.0732735892538723,1.8352747146470079,1.7963538356472897,1.9504804984700095,2.9253431563028305,2.304900242481928,1.9293161756564288,1.932499215172431,1.791678353557025,1.8136894661028122,1.7732408175002419,1.9607522139731788,1.8460799836277935,2.7939314339188517,2.517918344673026,2.119448822675177,2.1871824715834958,2.3362525887489314,2.0263622902335743,2.12385834492234,2.094369146770887,2.282152572700412,2.2480126980483828,2.2154706027209903,2.0493597408932045,1.6418339152680865,1.7333880887084985,1.8407980404946216,1.829003867893214,1.7456546979679002,1.9074849678928696,1.9282862817867654,2.1421329275835173,1.9857872038524338,2.2255916819304904,1.8905359116228453,2.0987912880017427,1.856173051570662,1.8236784300779976,1.8745234090592164,1.744154898595037,2.6157086572371937,2.1349110407256426,1.6676883963855242,2.20184127636244,1.8163337832556505,1.974820172713483,2.938403163906557,1.7839452421914275,2.1880299791115223,2.090541279112114,2.174763471500987,2.5355338890311274,2.5872274049345334
Orianna,2.3905740555232957,1.4011182249407044,1.9703935872825071,1.9091446372385108,2.2385966023420627,1.785914068373888,2.22990751912473,1.8894161625208383,2.3310677313629897,2.1872530059743913,1.736518607738788,1.8182760307364398,2.316929201209959,2.1750359882834087,1.91083384700008,1.755573178990436,1.9481213405322704,1.4824570509988562,2.4704679950547304,1.8073197566803259,2.4640977237474866,1.6713616706556742,2.4966847041842986,2.0297821323969742,2.000700915008494,1.6594351950965165,2.074715549063683,1.8521217849701475,2.46373160683053,1.947747641547211,1.888216514515944,2.2020290668039513,2.028685427056749,2.5325599439732094,1.9611642914745153,1.9041960047293565,2.0691692176466687,2.2045720135064184,2.215573995384286,2.291009683049004,1.8001830640400356,2.209891578047061,1.5148841661289139,1.9586686757783487,2.3680148626397575,1.902977983985426,2.0564472499620376,1.7770431524278292,1.636940041352182,1.7636755177245647,1.6586512311049537,2.425766352907704,1.8623176587741423,1.77844263586808,2.477793321397531,2.0638749871541116,1.973497393854429,1.9472688162151888,2.0879988736122552,2.3324507802202628,1.9223792686499253,1.3643534611334107,1.6895452082942974,1.8031066374214437,2.315775180609691,1.535705909591064,1.8009033130675554,1.5077561694454376,1.8614569934184126,2.43396585194669,1.8609219009807652,2.2294361565486573,2.521403563280954,2.052121733538988,2.52223477764683,1.9388968430785292,1.5059457814307773,2.502492279067105,2.079773068834342,1.7587536333640357,1.9025595091238996,2.11454891382587,2.6191652257691116,2.361313880501311,0.0,2.437945555344444,2.2907049172038763,1.9501256208220106,2.405406135498045,2.209812383894223,2.059972644141047,2.2869043004141822,2.1918942663107375,2.1673759277235307,2.3707480412131687,2.2651546033850005,1.9555584669573127,1.7601048346357475,1.66309441039744,2.0965176418083753,2.5465775529994223,3.00008955130988,2.2214013175215186,2.1495798016430476,2.0547658598286036,2.180497707934774,2.2420984588798683,1.6007480332932924,2.2631221061260622,2.196279220677207,2.05583730131606,2.1129263119689496,2.3559811580190937,1.237108406316705,2.0802074052546957,1.5084630208133902,2.2147179760494193,2.276607674802169,2.4548948265303676,1.8281044053646907,1.7563230589171042,2.3061436029737954,2.6743492487379577,1.4801875532590936,1.7763188343516338,2.4621655716591753,2.421263373625907,1.6614618108513814,1.6763560603208856,1.8599094575845179,1.771701655331455,2.1083920613619513,1.5646542712498368,1.6683484846498848,2.6864711893664257,2.722384869047655,2.1857729517563245,1.9248679369097297,1.6758043112384775,2.4703201738993643,2.2349254553581495,2.1088071652498694,2.498597893694341,2.534912687717411,2.0498774053992928,2.046136757635321,1.6454006786555595,1.7665434811086553,1.780040469921946,1.9210470483283884
