summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
stormthor02,8917,0,0,0,0,0,0,9641,35250,0,0,0,0,0,0,0,0,0,115,0,5269,0,120,0,0,0,0,146,114,0,0,0,0,16588,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,0,0,0,0,94,0,487,0,0,0,0,0,190,0,0,0,0,0,1106,0,0,0,63499,1162,36063,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,2446,0,0,0,0,21208,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230,0,7064,0,0,0,0,0,0,176,0,0,0,0,54374,1055,0,0,0,0,2419,0,0,0,0,212,178,0,0,0
idkk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5007,0,0,124,0,0,0,0,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7374,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Awsser,139,150,0,1028,0,0,714,0,1115,0,0,0,0,684,0,0,0,0,0,0,90,0,0,0,0,0,0,0,732,690,0,1317,142,0,0,0,571,0,0,0,0,0,0,0,194,0,0,0,0,0,0,737,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,964,0,0,112,0,129,0,80,0,0,656,0,130,0,0,104,0,0,0,0,652,0,0,111,0,0,0,0,297,0,0,1886,0,0,136,0,0,0,0,0,0,1850,0,0,0,106,0,0,0,1680,0,0,0,0,0,0,693,0,0,0,0,0,105,0,0,161,0,608,0,0,730,0,103,0,0
SarrenderK,1411,718,228,0,1392,141,130,0,664,144,0,0,0,1723,90,633,110,0,182,0,110,686,0,154,0,0,0,1845,137,485,86,0,0,0,713,0,1698,0,898,1584,0,0,2243,926,170,0,3667,0,0,0,4155,5157,0,2132,630,652,0,151,735,0,0,127,0,99,0,0,899,8749,20510,1232,1365,1945,433,1143,1147,3076,557,0,4251,107,717,0,88,0,0,2205,513,0,152,0,0,823,0,0,77,0,0,0,1428,0,0,0,0,0,0,100,0,115,0,1712,0,0,0,81,0,0,0,0,0,7579,76,0,0,3699,106,0,0,83,822,2541,2159,606,76,130,142,0,0,0,163,0,0,0,0,1915,0,143,3591,382,67,0
SrAzeite24,0,0,761,0,0,0,0,0,0,0,0,0,111,0,0,10474,0,0,0,0,1969,0,11822,0,0,0,0,0,0,616,0,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,133,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,0,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,1231,0,4056,0,0,0,0,0,0,0,0,0,0,12209,0,0,0,0,0,0,0,0,20413,0,788,0,0,0,0,0,0,0,0,0
SourisEnerver,0,502,124,0,0,0,0,0,40519,0,0,0,0,0,0,749,0,7422,0,0,0,0,0,138,0,0,0,10084,0,0,0,0,0,9270,0,0,0,0,114,0,114,0,0,0,286,0,0,0,970,0,0,0,0,0,841,0,1095,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,1147,714,0,2411,0,2989,0,0,0,0,25178,543,0,0,4701,0,0,0,0,0,0,0,98,0,133,0,0,0,0,0,0,0,0,0,0,816,0,129,0,0,686,0,0,0,4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,40467,0,0,0,0,0,19451,0,0,833
FatCatClicker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,1326,0,0,0,0,0,0,0,0,0,0,1618,0,0,0,0,121,1201,0,0,0,0,0,0,1128,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,1887,844,0,0,0
RubicundasUrsi,0,0,0,0,0,0,1339,0,0,686,0,0,0,0,769,0,0,0,541,0,1883,0,0,0,0,630,0,0,2726,0,0,0,0,2082,166,0,186,1569,1976,1513,166,0,0,0,1137,0,0,0,0,2373,0,0,0,0,683,0,0,0,0,0,0,0,0,10137,0,0,0,0,0,1782,0,0,1079,0,346,91,0,1416,0,0,0,0,1127,4835,0,963,122,869,0,0,0,0,0,0,737,0,0,2276,2608,3063,1270,0,0,0,352,0,1148,3991,0,1656,1355,1725,0,0,6647,763,0,0,0,0,7764,6293,160,0,2431,0,0,0,0,0,0,0,0,915,105,222,690,0,0,842,0,0,112,0,0,0,0,119,102,119
MarinaRCDE,0,634,0,0,0,0,7577,0,2151,0,0,0,0,0,69,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,16961,0,0,0,0,1346,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,0,4208,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShadowSpec,691,0,217,0,805,0,0,0,1227,0,0,0,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,119,0,0,136,0,0,0,4003,0,0,138,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,722,0,0,0,0,0,0,813,0,95,0,0,0,0,0,2412,0,0,0,89,0,0,0,1042,0,195,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,601,0,0,0,0,0,101,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537
Hardir92,0,0,0,0,0,0,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,3957,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10040,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden Cry,135,0,0,76,576,0,0,0,3126,179,627,0,0,0,319,125,0,585,319,0,0,0,0,0,0,0,155,0,87,0,0,0,7868,12931,0,98,2382,0,0,287,0,0,0,0,133,0,0,0,0,99,0,796,121,0,0,1713,0,0,0,0,0,0,0,0,0,1976,0,0,106,0,0,0,2072,498,2450,0,0,734,0,0,0,123,0,324,0,256,102,0,1158,0,0,0,0,1058,0,11209,0,0,0,0,107,4460,0,0,0,0,2900,111,90,0,1146,2356,6407,0,0,0,0,0,0,134,0,0,2579,0,0,6360,0,0,124,0,132,0,0,1812,2029,66790,0,0,121,0,0,0,0,0,0,0,731,748,0,0
LockRockLock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CreepiDeepi,0,0,0,0,0,0,0,853,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BambusWifi,0,0,0,98,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,11013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IΞrAzIΞr,0,3518,7503,0,1159,59,5527,0,4573,0,485,0,1772,3767,0,7045,1043,0,1328,731,1515,5557,0,123,4202,1339,2451,1708,0,876,6954,563,1268,13656,1934,952,1459,15493,566,3476,2177,620,0,663,646,888,7536,0,2960,0,746,942,91,15355,0,5698,835,3919,94,0,676,865,126,0,0,0,4030,108,2019,434,1868,101,3297,115,4000,3429,0,2645,681,993,0,17398,0,3703,133,0,131,0,7949,6213,15931,0,0,115,6753,0,0,0,6819,0,0,1855,8117,5112,1021,0,0,678,110,672,122,1033,9894,250,3090,0,14166,0,21526,0,797,0,14290,138,4267,0,155,597,148,2389,3138,174,0,977,289,90,5834,494,685,1529,6277,0,522,2620,0,7302,563,122,0,138
KalKestus,0,0,0,0,0,0,0,154,789,0,0,0,0,4227,0,950,0,0,0,0,141,0,189,150,603,3478,168,0,0,0,0,0,0,1049,0,401,0,154,144,0,0,0,0,109,0,0,0,888,0,0,0,0,0,0,0,0,0,0,0,0,244,0,1374,0,0,0,229,0,249,118,0,0,1161,11984,0,0,0,0,824,0,121,19294,0,11298,0,1580,115,0,0,0,1383,0,0,2047,0,820,0,328,0,2219,0,3576,87,0,34336,0,0,0,0,8335,0,130,0,0,0,0,0,0,11321,0,2531,15853,0,691,153,301,0,149,0,0,0,14916,0,0,125,130,89,850,0,0,217,0,0,0,13743,0,0,0,0,683
Nyomas elore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,122,0,1873,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20210,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,2057,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izumo124,0,23778,391,0,0,0,0,0,3269,0,0,0,0,0,0,1229,0,0,0,0,0,0,0,0,3036,0,1326,0,865,0,0,0,0,0,0,0,969,0,0,0,1646,0,2156,0,911,0,0,1132,0,1053,0,0,0,856,0,1004,0,0,0,0,0,1198,0,195,0,0,0,9848,3965,109,0,0,1492,3646,120,995,15732,0,0,82933,0,0,0,0,4286,0,0,0,688,1070,0,254,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,0,0,141,0,0,0,0,0,0,0,0,0,0,3816,0,0,0,0,148,0,0,0,256,0,0,0,1133,1286,0,0,0,0,53544,0,142,0,0,1353,0
Andr9,0,0,0,1223,0,0,1622,0,0,0,95,0,709,0,8827,0,0,0,0,0,1544,0,242,0,0,0,0,742,0,0,869,0,0,352,0,0,0,0,0,260,0,0,0,0,37338,0,687,0,0,0,85,122,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,4194,0,0,0,11068,10230,1510,33624,0,137895,791,0,80,0,312,0,0,0,43165,0,5586,0,660,0,0,0,113,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,133,0,0,0,0,200,0,0,0,0,104665,551,0,0,0,231,1039,0,82,0,92,0,0,0,0,0,163,47906,89,44738,0
do4l0ve,0,5303,0,0,0,0,1694,0,1616,0,0,0,880,1420,0,2084,0,0,0,147,6104,0,4401,0,0,93,0,3960,4066,115,0,7811,634,17561,0,1087,2885,1579,2950,0,97,0,0,0,1272,0,0,293,0,0,0,339,0,0,0,0,0,177,0,0,0,0,0,1988,0,0,0,0,3332,1354,237,0,2461,6621,2414,0,0,16857,0,0,522,119,0,104,0,0,5129,1969,517,0,0,0,0,0,0,0,0,0,0,0,0,0,979,7269,0,0,0,0,0,0,0,340,0,0,0,0,3644,0,0,1378,0,11214,6921,0,8253,4316,0,0,4457,7387,1135,0,0,0,4468,10655,5638,0,0,3872,218,0,0,0,245,0,861,0,148,164
Jotace3,793,728,648,0,111,0,45587,0,870,0,0,174,1852,583,0,203,0,33952,137,664,121,0,0,1759,2988,94,0,0,844,0,0,0,0,10925,0,0,0,0,0,144,190,384,0,141,84,0,0,148,1177,230,1291,0,0,0,44421,919,0,7680,1117,126,616,24745,0,145,0,855,73,160,13642,0,141,0,203,11996,0,62157,72089,3899,0,4685,0,0,88,0,0,0,802,0,0,0,247,0,7909,0,127,951,0,0,2238,0,0,0,0,0,898,665,0,7202,9037,0,11155,0,0,0,0,0,0,0,126,321,1008,0,0,0,257,0,0,0,2423,5457,0,0,0,0,0,10170,0,0,0,517,0,0,0,0,1482,0,645,0,0,1719
MrManiHd,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,22291,0,0,0,0,0,0,0,0,1333,0,0,0,182,0,0,0,0,19264,0,0,0,135,0,120,0,0,0,66062,0,0,0,0,0,0,0,0,1238,0,2819,0,0,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,331,0,0,0,16818,2493,0,0,0,0,542,0,0,0,0
IrgendSonRentner,184,143,0,0,8379,0,4766,0,9154,3017,126,0,0,11080,0,0,1046,3921,10978,857,0,0,0,132,0,0,1545,422,3836,731,885,0,0,0,1869,711,0,6756,0,284,0,0,679,0,0,0,17939,0,2885,1198,0,0,3277,0,4471,5916,0,1082,5393,2227,2081,0,0,0,0,145,773,0,140,700,1969,511,15196,1169,7517,671,0,0,0,153,0,2301,8114,1399,0,7475,3293,3095,1870,0,2295,0,7775,116,1006,8189,164,0,1901,6328,23858,0,0,0,13209,1374,0,8323,772,0,2437,545,125,0,0,150,7762,0,1747,7118,80,5087,11501,704,12900,0,26165,1016,92,0,639,3426,0,966,0,322,1109,5585,114,0,1175,0,0,0,0,1143,0,0,0,153
RøyalD4ntê,0,0,865,533,1555,0,783,0,348,0,330,0,431,0,132,647,0,2557,824,0,13362,0,0,2162,36374,111,0,150,0,0,3129,0,0,97,0,0,917,1132,0,129,0,0,0,633,11607,0,0,0,0,820,0,0,131,236119,0,3270,0,0,0,0,1063,14210,8145,1772,0,0,891,0,0,0,0,0,2139,0,0,183,0,0,0,0,3686,501,1236,7161,207,0,698,0,429,1978,0,0,0,0,16315,3365,0,103,6868,342,0,404,0,0,121,0,752,0,0,617,0,0,0,0,261,0,141,86,1511,73714,265,147,4569,0,653,0,0,745,186,0,0,0,0,851,1095,11586,0,0,705,0,34482,0,0,0,0,49468,0,0,0,0
Bogcon,0,0,1098,1797,0,0,0,0,19553,0,0,2636,70066,7100,165,4929,0,127,242,137,1142,0,1251,0,1412,0,0,0,1099,0,0,18900,0,0,154,2015,0,0,0,7805,0,0,0,0,0,1269,0,0,0,0,0,0,199,0,0,1101,0,0,1290,0,4059,169,0,0,0,897,0,0,5504,0,837,0,1525,1868,2499,0,0,161,1206,0,297,0,124,3555,0,0,44265,0,9205,0,5502,0,4733,0,0,10090,3449,0,0,4523,0,0,136,133,3857,131,196,1012,114,0,0,1438,0,0,99,0,0,1036,0,3737,0,0,1816,144,0,0,0,808,356,160,0,0,0,0,48431,138,0,0,0,1727,0,0,1008,0,6541,0,0,0,0,0
l Sir Zeldris l,2219,17304,63749,4136,6479,626,10356,4359,54541,0,1583,0,57959,6177,1082,16779,0,2326,704,1265,13772,10111,3755,1336,31827,482,4086,22474,364,41529,92756,320,24732,7315,494,0,47572,1263,10730,5863,36092,113,479,7489,32420,6439,39944,76798,9548,5040,2650,2404,1881,12370,2346,1946,9378,2894,30249,1377,960,50676,41075,3575,107,113,22158,142,66258,31865,9425,0,112576,36233,409,37311,1297,9835,5116,256,8119,4901,4212,4962,12230,1683,11036,362,7106,241,1223,1197,1678,1074,1285,35079,47377,0,275,0,3609,8252,31806,7099,0,0,3392,10897,0,16496,4024,120,1698,2776,240,255,7003,2933,39872,18884,5840,106,24552,8345,2872,4393,5543,5147,182626,38103,5527,1385,0,808,10089,25442,15647,6684,7390,25662,172248,0,0,10160,0,241430,118,2645,11233,422
RainbowSlay3et,0,0,777,0,0,0,830,0,169,0,194,0,4306,0,0,1092,0,0,0,0,0,0,0,1500,1421,0,2723,1948,0,620,3316,126,0,0,0,4709,0,163,0,0,7849,0,941,0,1337,0,1021,424,719,0,0,0,0,3029,0,0,0,0,388,0,0,281,10216,0,0,0,848,6418,0,0,0,989,0,0,0,0,0,0,0,0,11986,0,271,3291,0,6682,1830,114,89,0,942,0,0,0,142,5065,0,1080,0,0,4971,104,0,0,0,0,1472,0,0,0,0,0,0,2089,0,0,2965,0,1802,1088,123,0,0,757,0,0,161,0,1271,6718,0,257,0,151,645,1262,0,0,0,7755,69258,0,0,0,0,19710,182,0,0,0
Rabidus Lupus,0,0,1489,2124,0,175,1523,0,20285,20689,424,40605,1723,11785,29652,2917,84,9820,0,0,7832,119,10186,0,0,0,140,7031,19780,1498,0,3321,11252,0,0,10141,1297,27152,0,10025,799,1423,9248,0,1465,27952,9938,0,0,823,43163,797,14955,0,2664,0,0,0,2958,0,83,0,3395,2151,0,0,1126,151,6245,436,0,4552,1006,150,6722,9176,10457,2248,0,0,12022,8192,0,3835,13344,363,8125,4837,0,0,748,18070,0,0,1196,0,3112,0,5707,0,0,0,9151,186,0,760,15890,1792,0,1356,2552,32983,0,118,0,4515,0,1703,692,235,0,1516,1528,5864,3469,21449,1381,39573,78,5074,81,0,49432,7359,3423,16187,3621,79,12644,8080,860,0,15931,0,0,0,6947,128661,0,10868
Silmaryll,0,1001,0,0,0,0,0,4816,2778,0,0,0,0,0,0,205,0,104,839,70,0,241,187,0,904,0,887,142,0,0,0,0,0,0,0,0,0,345,0,88670,1077,0,1049,152,0,0,0,387580,18842,0,561,0,0,0,0,16739,0,0,3657,0,0,0,0,0,0,0,0,0,143,1383,323,1858,0,0,14306,207,0,0,0,0,0,845,0,0,154,720,0,2636,3876,0,157,567,93,85,716,0,0,0,113,440,19113,0,830,301,0,91,0,1102,0,352,0,0,1046,141,0,510,65,0,1565,0,566,0,0,0,426,89,559,0,6947,0,0,0,0,0,0,2004,0,214,0,57305,0,0,0,0,0,0,0,1055,0,0
Felix7131,0,3466,0,0,24844,0,0,30937,43296,0,0,0,1748,0,0,400,0,0,0,0,1766,154,0,0,0,0,0,0,510,915,131,0,0,4064,0,0,121,1265,0,0,0,0,0,4950,113,0,20297,0,0,0,0,0,0,0,26118,10885,0,0,0,0,0,0,93,0,0,0,0,0,7098,924,0,0,49349,4390,1008,4113,0,23341,0,749,0,13973,189,0,0,0,3465,1178,0,0,0,0,0,0,0,0,0,0,0,0,1161,188650,0,0,0,0,0,0,0,0,128,0,0,0,0,0,755,0,0,0,1110,4272,4986,0,0,0,0,0,0,165,0,0,0,0,0,19089,0,0,0,0,0,0,0,29182,0,0,1018,0,0,0
skan1000,1382,0,2377,0,12338,1147,2304,0,5948,2151,3445,0,2026,0,0,0,0,1659,0,0,2096,3352,1929,0,4586,2165,4821,69598,1704,1518,14401,1763,0,3417,0,159,955,6105,0,2292,0,0,316,1418,69809,0,977,0,11568,0,2626,2476,5529,3674,7353,396,0,12809,0,0,4025,1606,1905,0,250,5208,988,0,2796,1552,298,0,61489,1185,733,3207,3755,271,0,0,44488,797,0,9529,0,405,9034,213,0,321,0,0,18490,5291,0,0,211,1322,7283,0,2291,111,2967,9782,7096,190,138,1853,0,0,1354,1238,20983,0,0,2269,40749,1901,0,413,3579,0,3424,3620,216,1091,714,1535,0,3155,0,9155,0,782,0,7185,4403,137,0,5823,2132,0,0,0,0,10186,1096,0,0,0
Flippper123,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,0,0,138665,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0
YOSKAR1,149,0,810,0,0,0,0,660,259,0,7346,1898,0,0,0,3059,0,729,2150,155,214,0,824,146,3301,0,94,3903,4344,149,5406,0,100,0,0,0,0,768,0,0,0,0,0,0,1397,0,3484,539,0,154,0,858,806,1768,0,7047,0,16505,1686,0,1279,326,32620,0,0,0,170,0,2714,5048,0,0,9389,0,0,0,0,5361,0,0,1700,232,0,2378,0,0,795,0,952,0,1563,0,2135,0,0,12456,0,0,0,0,1750,75,24002,955,0,1019,0,162,0,89,0,0,172,0,0,890,3641,0,7601,0,0,0,1596,0,3152,0,124,4233,4090,11965,86,88,790,0,153,1528,351,1905,106,0,160841,0,434,11298,0,31885,2558,0,232,119
OpTtySkan0o,99,30329,2212,0,5967,0,0,0,106,0,171,0,1787,0,0,119,0,8319,0,0,0,5263,531,321,0,10261,17849,7504,146,0,2493,0,0,7534,0,0,0,140,0,0,793,0,810,0,1899,0,0,0,0,1264,0,0,0,24556,2648,28890,0,8550,4272,0,0,974,12303,0,0,0,549,0,10006,0,0,0,177,365,6139,0,0,0,70,0,0,5029,0,289,8387,0,0,0,0,5698,0,0,0,0,3580,0,0,0,0,0,0,0,31348,6143,0,0,0,1027,0,0,2383,0,6543,3665,0,0,0,0,0,0,0,0,1579,2347,0,0,0,0,2545,7580,3319,0,0,0,0,0,0,747,0,0,15020,0,0,2278,0,950,0,0,5528,0
MGHKING,92,482,0,1176,0,0,1260,0,0,2500,861,0,818,174,0,1152,721,0,3689,0,16186,107,0,0,0,0,0,94,94,0,0,0,96,1204,0,866,0,0,0,195,0,0,1577,0,0,0,0,0,90,123,0,0,0,144,0,0,74,0,0,0,96,123,0,0,0,0,133,0,4117,1928,104,0,9135,3837,845,869,0,332684,0,0,0,6487,248,114,0,0,638,3617,111,0,0,1171,572,0,1380,1124,890,0,118,0,0,0,0,141,0,153,0,0,0,0,234,0,944,137,0,0,0,0,135,0,188,0,0,0,0,124,69,0,90,0,0,0,0,0,757,0,0,373,130,914,495,0,3730,285,0,1509,0,0,0,0
romkaaaaa,163,16620,972,1136,135,146,0,0,39899,0,120,0,0,597,573,29009,0,0,1088,0,50817,2358,2397,305,1283,0,187,5716,0,0,0,406,0,124482,767,278,1586,197,0,5368,6439,0,0,1374,127957,0,6401,13407,333,0,0,0,0,302,2195,6252,1381,2591,55748,0,3999,0,0,40499,0,0,252,0,2368,0,73502,0,1089,137219,398,1220,0,77260,2883,1109,652,0,0,1453,0,0,349,384,0,0,0,0,4536,134,1655,1607,28673,0,3229,0,2754,184,4633,0,2396,0,0,5511,0,0,0,2297,0,0,0,0,2666,0,186,0,9502,992,7119,0,1333,21243,0,112,417,0,0,3101,171,0,42068,143939,2450,14770,0,0,2663,0,0,0,143,242,0,0,0,0
Cloonixx,212,19007,2845,339,2108,1289,24924,0,4359,9297,1800,25662,6445,9201,74,2200,5483,4734,33011,0,7981,38347,1408,1995,51524,96,2661,20388,17798,2496,8949,1437,1420,3927,305,160,806,1186,22479,23671,7048,0,197,103,8638,76,1424,7118,615,730,2806,745,577,7173,355,4386,15377,5430,76,0,0,616,9931,0,0,738,1588,10091,27429,27949,639,1680,14293,4000,271,3228,943,6574,731,4313,3643,2454,1212,5008,8935,3707,1497,6055,590,64,5602,0,0,181,71,7385,3177,0,1636,0,1538,0,2356,4197,1098,72,1271,2464,0,21136,6805,644,960,11244,995,2929,464,656,8878,306,1673,11574,1618,7862,2341,1512,1636,1245,1187,16023,15625,11609,694,10043,330,1487,12564,13334,2046,10534,4229,0,477,0,6717,7220,769,1335,3956,82
Eisenbein,6473,10960,9735,143,0,0,2010,0,16497,1528,0,0,349,5208,272,6707,77,0,8364,600,142,3315,402,533,2658,0,890,11137,2164,1210,5664,108,291,470,1517,0,216,295,0,0,118,84,0,0,1147,0,0,3220,9321,0,1364,0,825,491,4034,0,6716,12499,75,0,134,3826,5376,0,0,0,0,4601,7754,10366,0,1143,8962,2020,931,3987,0,6998,0,147,0,2349,155,1573,2203,0,0,133,234,0,860,1845,1022,257,4441,4005,144,0,440,0,0,0,18678,0,8120,2117,0,1411,2424,879,2803,520,0,0,91,0,0,851,12124,0,2848,228,1067,3017,2766,2536,81,4693,3419,4319,0,0,0,120,3546,8084,5145,0,1672,9592,147,0,0,0,0,1301,1807,839,0,0
