summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
SlearkS,0,1153,236,0,2052,0,2058,0,6597,0,377,0,249,0,0,1028,1404,0,577,199,0,136,0,120,6705,0,0,3219,0,3259,1490,0,0,2088,24789,0,2307,0,141,180,2220,0,124,0,2405,7153,0,1796,154,170,0,0,0,0,1354,0,7732,0,0,0,0,4582,14186,88,0,642,1224,0,0,0,0,0,3275,1999,408,0,1463,0,961,0,540,0,0,0,0,0,0,0,0,1001,2243,120,0,0,1268,0,158,0,863,658,0,0,0,197,0,0,0,4591,0,0,0,0,0,0,0,0,119,0,0,1250,0,1161,0,7279,0,0,0,248,12639,1267,129,990,1630,0,0,0,0,0,0,0,28434,0,0,0,0,80,0,0,0,0
Jhîn 4 the Win,15973,7702,10335,6958,7137,12139,3367,11952,57039,4710,2354,41351,14526,18219,32031,85180,3237,6688,16932,22440,5661,1153,321,3517,11313,1824,1542,148671,4024,5923,24220,3465,129454,7224,11352,28827,15660,4525,21910,3380,6343,90872,3718,88949,379,3471,248748,11851,61010,58589,1706,10385,61928,1172,10965,1297,28379,4412,21260,796,20684,32345,28150,14872,0,9547,20922,1564,82357,4659,2714,18639,2905,11167,3824,5021,47890,12601,13944,716,3932,9123,339,5233,11697,14903,6553,7173,11456,1566,630,4753,4202,188,12497,22239,5293,2278,22146,9446,4295,2574,13238,58321,230,20693,79868,82215,3605,1295,4647,38814,3187,8179,15191,809,19710,7469,14870,104211,119538,7990,0,10081,43562,166,25310,197275,16576,9298,11670,1983,3676,51045,1573,693,3704,61810,3659,8438,29938,0,7622,2575,9307,8780,917,3972,2603,6057
Custodian,0,0,0,2673,0,758,157,0,30869,0,0,0,597,0,9301,330,0,0,0,193,0,0,0,0,0,0,96,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,10712,126,953,0,7811,0,1860,0,0,0,0,4970,5655,1131,0,0,0,0,0,0,0,0,0,0,829,2768,3200,800,1007,1470,0,5119,0,4004,7923,0,0,156,0,0,943,0,0,0,347,2018,917,0,0,1177,0,0,0,0,1013,262,0,0,8928,0,13266,0,0,0,0,2498,0,3313,9646,0,0,1907,3445,0,0,1207,0,0,737,0,0,0,0,0,0,2181,0,0,0,0,0,0,209,0,0,0,0,0,0,0,92,19958,0,0,0,0,0,21772
Hidde 0n Bush,0,1216,0,0,2872,0,1232,0,5530,0,0,0,0,1579,0,107,0,0,834,0,1454,697,0,148,3817,0,0,1484,1135,655,5882,1186,1404,2959,0,0,142,0,202,0,615,0,0,5160,0,0,485,0,1685,331,5811,768,0,2091,0,1259,0,829,167,0,0,0,0,659,0,0,632,1424,2253,206,0,720,153,1300,538,0,185,1323,979,0,4370,0,1055,0,0,0,978,0,3541,799,0,0,962,0,1082,0,5489,1011,0,0,0,99,324,0,3575,0,0,145,1976,1565,1756,0,1959,0,0,1605,219,4088,10052,0,0,2984,7858,3361,104,0,0,1023,0,3453,595,0,0,1164,0,0,1354,0,0,0,1859,0,937,0,0,876,1483,1929,0,0
TheRealTerry,8747,37032,9097,27300,12634,22060,23694,5760,84486,8950,16804,46850,133330,26980,40138,45665,6338,8967,12532,8388,258415,10883,17462,13022,63472,1566,22689,37839,25032,39953,8963,9207,18574,47941,14191,14553,20871,15697,16811,206144,31459,2408,140082,8231,40374,2511,267549,82702,39126,21048,34062,9281,18295,94117,14705,36981,1517,5435,17220,7420,26020,63986,37092,42097,102,7488,31060,117349,56841,11137,33106,11809,38043,110677,51723,17948,11506,32086,11137,4790,3041,16027,11208,22105,22530,5762,10076,33242,34541,899,16032,56903,20816,3330,5018,6052,7629,926,13081,6416,68382,4040,16732,13115,23343,6562,61448,43472,3364,60728,22561,44496,8260,9735,27764,22162,26734,45421,49779,141258,54483,10837,19501,35468,47531,2320,54685,22671,137519,74160,5434,8450,60679,15878,3249,9033,6048,36354,5551,19937,64436,0,11601,8762,14716,26274,36212,7725,10892,14801
Bhuik,59062,20515,14159,73109,636,123,1043,0,941,369,25675,11443,9705,2717,40508,0,8870,35608,2567,4397,38532,1412,7753,4114,2918,12225,0,30675,2681,1830,10636,142354,288707,16297,93820,134976,37626,127409,118,5215,12009,0,936,28937,18479,71920,0,0,746,882,10063,41616,25135,156,2152,186,47936,8000,0,152,5661,0,21561,3261,0,150397,18202,52003,98,42881,1356,81371,0,1319,27005,14570,0,5506,6528,5813,4966,151,2163,22137,5224,107320,2853,41767,5425,0,0,91914,1707,8445,128821,8926,5986,52594,65814,1337,0,105039,0,51750,6407,19380,62639,3203,0,3505,184,101426,178820,11432,32323,184,3007,1878,835,62768,2561,38408,7848,0,1133,0,11657,2325,0,9058,0,1029,4006,212823,50807,2653,28705,0,138,740,4230,0,1947,2368,4965,20462,18602,3538,0,0
EXORClSM,948,215567,9546,8079,5324,15245,21254,3884,55736,1439,3649,3301,16370,52491,1200,142962,359,13291,5708,14630,3891,6191,7505,44190,4279,1347,2180,88376,3977,156,12182,7094,1321,9786,492,919,809,321,11243,1752,4259,1541,11827,6415,2978,14685,378439,40184,17715,31019,10946,7754,8275,13383,3247,1643,997,1704,1540,1065,16331,11938,836,106193,757,5421,38597,43229,45139,18867,3069,4411,11854,15620,1358,13402,27348,7894,8323,3378,8316,391,4708,469,3056,1186,8031,4433,12997,249,5843,6133,4171,1170,3052,101,2212,6007,12055,345,5139,3956,14967,5118,1621,13296,11085,93176,688,13768,15656,3446,4013,12465,706,3311,13872,2233,25228,16488,28333,7749,9387,22994,24713,140,0,28855,48375,15493,5724,10156,15658,8543,6801,5005,5189,12012,20171,8993,1860,0,167,27290,5957,5956,9074,7607,1271,12492
Friezaaaaaa,50759,16359,0,0,52955,39806,6199,0,7958,32363,2684,851,240,14985,0,874,146,714,7700,2308,0,0,6066,0,265,0,0,5390,5745,0,68591,99,1105,4018,0,7027,12455,0,11841,616,635,1701,1789,0,2745,1348,3317,152,703,0,2190,8047,5746,0,476,0,1708,108,244,0,6247,850,2201,0,161,5082,133,718,3978,1362,66109,24783,1865,2836,15197,24415,0,0,118,240,2141,0,1402,0,2710,94,0,717,0,0,960,0,132,139,0,0,0,38557,148930,111,1753,0,11761,766,0,118208,0,7301,0,2614,758,1663,0,93,126,28650,0,0,5265,885,1412,722,0,32751,2427,0,390,2928,105,25654,36556,0,46723,137219,780,0,0,0,1397,0,0,0,2595,0,0,0,2538,1924,694,36657
SEN NE AYAK,0,783,0,0,0,0,0,0,604,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,2347,0,0,486,299,0,99,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,497,0,0,775,0,0,0,0,0,0,1393,0,0,0,0,14055,0,0,0,0,0,125,0,0,0,2603,0,0,82,0,0,0,0,145,0,1950,0,0,0,0,0,0,0,0,0,967,0,0,39114,629,0,0,0,0,0,0,0,2048,0,0,0,0,0,0,922,0,0,0,0,0,0,2226,5300,0,1056,0,0,897,3093,0,721,0,489,0,2007,0,0,3975,116,862,0,0,1157,174,0,0,0,3245,220,0,0,0,0
Salt with Pepper,735,0,2637,0,0,0,223,0,2246,0,0,625,314,673,620,4598,0,1320,0,0,1901,0,0,578,179,0,0,12816,392,0,2424,0,0,1224,0,108,554,3872,0,0,1519,0,156,3005,0,1218,766,3786,15456,0,145,0,0,931,1355,3637,0,1133,0,0,0,1706,1661,108,0,0,128,0,1135,2387,0,1622,6768,1537,1197,731,0,0,0,0,677,120,632,497,0,1987,1929,0,3684,763,0,820,0,0,115,0,0,0,674,0,0,0,798,0,0,0,627,1223,0,0,280,0,20394,0,0,0,992,0,0,862,2674,0,1135,101,1538,0,0,5222,17533,890,1844,0,1896,717,0,819,1097,850,0,0,7396,0,0,0,0,4541,2700,0,20421,0
Showtimefreak,3572,9312,12405,3259,575,105,9455,0,231,0,6128,0,9615,178,4016,5219,3559,1116,13847,7550,8945,8031,88297,424,97737,11754,11111,15160,7236,8660,11965,1116,6003,40925,13676,33126,27331,84994,3303,180,14490,0,0,10203,14903,4278,8816,9844,1428,1856,3988,4730,6347,3700,1781,22841,6824,35028,2598,4399,12334,3865,1531,4298,0,4670,18413,2629,5349,15724,1278,2592,35477,3975,382,2997,0,14120,54618,0,2419,7961,4234,26329,1400,2874,2376,7088,770,0,2862,0,29403,5537,6533,13513,198,1952,2876,1177,228,6316,51727,5044,40352,179,3467,953,2165,1515,19786,8771,6796,188,7171,16264,8242,0,192,10073,42258,17474,20361,194,4862,4978,1399,3316,2220,0,448,15231,13139,30827,33630,19537,14054,224,814,5993,4870,0,0,0,16425,13152,6429,0,0,152
FireJoseph,2139,6895,255,29185,6440,5738,5374,0,6206,994,539,139657,61537,6002,557417,10324,0,10432,10383,4228,2697,139,7079,392,959,0,1472,2655,188,3626,862,11953,4660,330,14475,9369,1763,0,1329,5537,3907,1782,66876,1603,785,318,3581,810,126,0,30428,309,4761,342,2958,0,0,315,179,0,2195,12645,899,57332,0,2101,1056,53490,4230,7792,3911,8238,0,1325,980,35069,370020,10977,58260,197,2076,159,2019,1029,2214,873,1702,29382,0,0,197,10207,1470,838,4478,3224,3433,1482,6351,4551,0,77,2366,50182,0,1337,17916,6051,1256,19791,52052,99,0,13861,50933,400,0,27077,3527,5587,3615,1386,161,784,1235,1869,3641,2208,1386,5798,2760,4423,0,1575,6279,375,1059,0,1788,1646,3936,0,1747,14677,327,0,1020,55269,1756,0
Alex leGo,1966,820,1872,0,2259,0,1183,0,14624,0,0,951,0,795,1540,99,0,9285,0,1177,0,836,4862,12394,0,0,0,2100,0,778,0,2176,15260,1754,0,170,673,78,0,625,11582,0,14122,1536,5193,622,0,1670,0,533,0,512,0,2240,12317,8071,0,971,15821,1131,0,271,3290,952,178,0,13419,0,786,2053,0,2432,13161,15163,0,0,0,5960,0,0,44866,168,4604,0,8039,0,0,2416,740,0,0,0,0,0,0,15860,8532,122,7937,1216,165,5015,12715,0,7069,4659,7212,3499,0,0,9377,21742,0,567,441,0,0,0,8260,15295,11246,0,0,5545,2566,192,0,108,742,881,0,0,614,0,0,2839,0,0,0,746,21728,0,0,0,0,0,3657,119,5711,0
Skumbagpizza,0,0,45042,0,7721,0,12468,0,0,0,0,0,0,317,0,0,6737,0,0,124,103,14623,0,0,0,0,0,0,2334,0,0,0,3726,0,0,0,0,0,0,0,1778,0,0,0,0,0,0,0,0,0,0,0,9613,968,0,5030,862,0,0,0,0,3064,4383,0,0,0,0,0,0,0,123,0,3488,0,0,0,0,0,0,0,5089,0,0,0,0,0,16194,0,7366,0,0,673,0,1256,0,162,0,0,0,0,0,13569,184,0,0,0,168,0,0,0,0,0,11445,162,0,0,2613,0,201,0,102,0,0,0,0,0,0,0,1296,0,0,0,0,0,7340,0,0,13945,0,0,0,0,0,0,1919,0,0,0,2810,0
Afrozia,0,824,3605,39216,12123,1160,7460,0,982,2799,1036,55594,80010,3778,24993,25065,0,106,1729,0,0,0,44188,5681,0,9060,66409,9551,19397,1106,1186,937,2501,1233,91401,63411,2646,1406,682,15678,694,503,8680,5900,1087,143,1932,1005,1462,0,24051,11559,0,9812,2935,0,298,3606,18100,162,0,16671,14422,60748,0,6180,0,2034,53254,10072,3419,9992,2621,628,1127,21397,22658,782,4921,921,2578,1066,9300,37778,272,1634,26164,2250,6059,0,25592,30648,3295,6838,135,805,0,0,40534,3983,906,0,94799,36061,0,1921,1770,1166,1383,338,34127,2318,0,1410,36024,1655,2201,4291,3891,352657,35246,0,137,802,2245,19767,0,14623,1551,6633,2409,1797,0,5402,930,6336,2382,0,529121,3010,352,0,0,31198,104419,1839,926,2194,13424,1285
Sypher,3207,2225,33952,681,1905,450,4609,21876,52038,132,280,240,21397,5973,0,74814,2159,1129,2067,513,1791,13016,0,76445,20309,532,1172,72812,3073,1122,9520,1804,6679,695,416,1133,27231,449,1439,2850,16105,121,0,2527,16853,6272,255141,48679,113054,27209,3512,1637,9608,10949,1751,10004,9337,14780,6939,157,33668,14298,26545,1019,0,4882,95508,850,10392,5106,726,297,9571,44617,6272,3565,0,557,707,943,1540,8614,926,16974,7632,296,4147,16915,24077,53923,18636,0,899,0,1998,12198,2048,133,2206,0,19272,0,10843,3670,599,1035,712,18364,0,813,840,5621,13174,5257,1465,371,16903,920,246,5587,46984,156,1779,20128,62876,4894,0,83456,195366,17483,6963,1644,3713,20233,0,1063,2820,55674,10740,2851,312,650,0,142,0,7178,2475,979,16538,2494
LegendaryFinish,0,104,0,0,12550,351,8050,0,232,0,0,0,2144,3187,141,627,0,1541,0,5155,165,0,9277,2563,87812,151,0,4342,1568,0,133,0,0,5298,0,0,592,5293,1031,0,0,0,101,2184,0,0,1188,236,1138,883,676,161,142,722,87,0,0,4604,0,0,0,2222,354,0,820,0,1212,0,2775,0,0,701,1984,5704,721,2265,2340,0,0,0,797,0,0,0,0,0,0,138,2055,0,0,0,686,0,794,0,1021,0,0,0,424,2123,946,723,46059,3158,0,122,0,780,3746,540,0,0,0,0,0,258,890,3604,0,272,0,0,0,0,0,121,2290,2586,6777,2353,156,142,180,0,953,1828,0,0,0,0,0,1518,0,0,0,0,0,0
żelek to ja,0,1678,5480,0,0,109,4270,0,6548,0,0,160,0,1976,0,968,0,0,0,2415,0,0,0,0,6144,1060,0,22181,0,0,0,0,0,0,0,0,12397,0,0,595,26839,0,0,79,0,0,10247,0,0,0,0,0,0,0,0,0,949,0,0,0,0,117,150,0,0,0,0,0,2875,1321,0,0,2204,156,0,0,0,0,0,0,0,0,0,1090,8069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,18436,0,0,0,0,0,0,0,1066,6059,0,899,0,0,0,3642,0,0,0,0,0,0,198,801,762,111,0,0,0,120,0,0,0,0,919,0,0,0,0,0,0,1281,0,0,0,0
Rhver,43478,1178,1909,38527,10937,44371,32344,3303,30812,18247,28085,9226,10511,9064,47856,226,34680,35647,37261,18818,11831,2798,10837,3607,31181,935,9193,36491,22799,206,2409,59927,32569,98641,16003,4571,16051,7087,138,3111,8156,26901,36345,3711,30439,4642,132348,6135,12727,9350,47342,23888,36373,793,16529,5516,5656,1067,4347,12125,5565,1924,21301,23477,1419,37407,17048,16840,14365,18772,17002,20604,11414,32256,56148,85047,87908,14689,73313,19081,389,0,25697,4736,2542,50201,14894,58664,56523,1144,0,57457,24738,10587,28541,5800,1630,42626,74014,8527,3808,15008,3326,112440,30437,58578,12742,27431,33233,34047,96183,17192,26296,20873,38339,11999,31365,20776,5074,14852,23055,33703,0,15776,13662,1795,6287,53342,1827,18056,5786,0,30294,6246,7586,23434,16083,3357,6640,20541,464,0,0,27907,5549,11350,14167,60124,0,7113
OneManBeemo,0,0,327,0,1477,0,15186,0,47920,0,0,0,4019,16760,0,13179,0,0,5014,0,8349,0,3541,0,0,0,0,26100,6754,20073,0,1239,0,142803,1232,3689,9832,0,0,2891,0,0,0,7418,2026,20446,1388,14973,0,0,293,183,0,0,7537,1590,369,169,462,0,0,0,0,2069,0,0,6363,0,0,72639,1211,325,3345,13502,92828,11606,0,23414,0,8529,0,18961,330,261,0,5930,38216,1177,210,0,9077,0,0,0,0,0,0,217,8336,0,6810,105,0,3301,3336,1732,2877,0,0,0,2405,134,4751,0,1186,0,0,0,852965,0,16343,972,3746,139,0,1350,44915,6486,0,0,0,0,0,11576,28135,7266,3349,0,121,1903,0,0,18100,0,0,0,0,1894,0,0
Panthera Leonis,37530,9908,1642,4140,5830,829,1031,113,16022,3353,9466,1449,2357,2066,3727,14367,21921,2763,24594,9125,3514,1408,22964,293,8197,4630,1623,9822,1203,17039,18258,17021,14769,2703,62018,36645,40145,5235,149,174,11264,0,2909,57614,32915,4494,28423,7258,15085,4391,1867,0,5684,2045,7575,12485,5743,44264,12770,26390,23536,4996,6568,10594,0,4909,39573,1530,2930,14467,153,60334,2492,4833,1589,2277,0,12922,51118,0,6213,15658,3351,8142,18635,54373,7261,18044,510,136,0,1083,5246,125633,437909,13927,1384,19406,10235,28844,14324,13839,0,76851,33785,813,6870,32399,3567,111,2757,3298,2293,2653,2647,1638,1227,8237,0,7194,9053,37752,722,2900,6072,338,3261,24807,714,1945,14155,11270,28891,5391,16505,2195,9429,3767,1913,3349,16918,0,209,0,13214,1166,1039,160,281,0
Klumpeprinsessen,36868,11806,26625,7536,761,4358,9028,1188,20280,18059,97963,25676,9606,36876,9392,38218,4950,23440,2759,11794,12791,21465,7903,38681,86987,16962,27185,94165,39760,18210,13974,8406,1552,8088,16766,3616,40130,10491,370,6062,6450,17219,430,1583,27012,4494,62525,34457,14172,8318,21067,6009,19081,317,28926,102188,8814,16375,74148,11949,11202,9221,3782,3437,0,31888,29303,8127,35438,12759,17074,12875,18755,34074,13591,6067,10050,28254,11107,28527,4181,4143,39383,7092,11427,8485,14918,4157,5147,6847,2260,5190,11300,701,9461,3022,9583,11460,38107,15603,9154,2613,0,12459,27200,12695,1500,6608,2801,28136,11384,24638,15586,20939,7565,32243,7844,16170,4356,15070,27948,20827,0,36845,29815,15743,9249,27129,1739,24247,28883,26161,56050,26122,32000,29565,310,33286,29068,23950,23932,0,25899,1722,4336,6643,30810,11374,37659,13772
ΗΑΠΠΙΒΑL,5338,18981,2788,7193,5557,2294,7467,1053,4222,0,0,19715,18964,12092,43614,15528,0,105478,11556,1164,5186,13494,13720,15641,42697,19320,3590,13489,9174,2950,86627,1445,5994,8650,22610,7609,6267,405,2467,4623,21471,1612,31076,2955,17362,9728,4034,10318,622,662,19494,6111,12180,1103,17235,3547,10478,6315,0,11709,11176,428,3509,5112,0,3525,13611,30052,5782,36069,14826,11022,2624,2841,1521,24227,20790,12700,21693,103,5871,4583,10903,7080,11161,0,14385,3513,4363,0,0,13389,5884,88388,23912,16703,309,15729,13916,1982,6846,828,5215,193805,967,6564,116907,9991,3773,15333,18975,9638,0,3148,24538,0,2615,1743,2910,20956,1405,8709,8450,13123,5759,803,17328,21249,17324,340,9846,8042,4700,31082,3606,1628,1255,0,7414,6203,21385,0,1779,1835,558,826,1330,12983,1095,2827
JoIabagarre,1152,0,0,0,0,0,178,0,2541,0,0,11946,0,2833,114,843,0,119,0,0,1677,0,721,1951,2397,0,0,960,0,0,125,0,3091,0,0,0,0,0,0,0,115,3396,159,2315,0,0,0,526,815,0,1076,1864,0,0,1932,917,0,107,0,101,0,1155,0,612,0,0,112,266,0,7508,2143,1933,0,0,0,1043,0,1395,0,0,890,0,0,0,1655,0,0,0,0,0,612,0,0,0,823,0,0,0,236,0,0,0,0,0,3708,1212,0,0,0,0,751,0,0,0,0,0,0,0,1963,14879,856,0,0,0,0,0,0,1410,0,933,2470,0,0,0,0,0,92,0,0,0,0,0,0,0,0,1776,0,3386,0,0
lacrima789,0,84624,2533,0,7640,679,8315,0,11026,1101,0,1851,3241,7326,31466,43300,0,6051,0,0,2325,814,0,0,117,0,0,2754,133,0,0,85,763,23628,14751,0,3279,136,1208,0,0,797,162584,0,9334,256,148,9694,0,0,97026,1688,0,0,2996,0,1413,0,0,839,113,843,1938,27722,0,7394,1724,143909,251395,0,2457,0,148,15207,0,230168,1045457,813,48416,3243,39895,0,0,0,3162,0,0,420,10102,0,9627,19721,2307,0,0,1208,101,101,0,121,169,0,0,0,0,103,0,16519,0,29606,237855,0,0,2063,1000,1255,0,0,6608,16706,5735,0,0,829,1973,0,0,1825,1114,8412,7375,2471,737,626,0,2604,716,747,1458,150,458,0,78,142613,0,5831,12749,0,98,54836
antikerangel321,9526,11883,135605,11152,1373,208,4385,3381,13092,0,6328,5910,17041,4167,17199,92254,50882,9761,8165,12052,98146,20268,2203,12220,27447,5930,9906,40728,2136,112136,60227,14526,86658,28725,23415,31637,16495,64974,5184,7805,28227,1233,13997,21769,191545,67060,18277,62422,21272,5424,24584,2427,8620,2692,50079,13097,30756,64945,1389,12352,14187,4578,52168,17235,0,3091,74156,11943,9664,85621,12772,8214,23440,119676,6421,7914,4737,5621,74885,28289,14048,9201,2183,3032,12852,30403,7184,15616,5052,1899,24751,3264,180,7462,24691,373563,24748,46818,17141,6519,1532,421,5497,12869,12539,2307,4337,23265,5088,4452,2719,6174,712,5212,8146,3404,4972,1267,20578,6067,77224,48790,129840,2765,97242,22713,3187,12702,87546,5944,4313,6495,9514,13809,17569,9519,31194,7511,2911,32138,60961,0,2447,1378,7699,21898,22945,8272,911,2699
Fíríem,17630,68653,34079,726,4849,24037,19923,15637,38075,9582,15309,4950,1552,10305,5681,115499,13528,51138,3510,5819,0,17602,93,14552,23440,26905,24873,63434,8890,24813,27928,2003,8516,2369,3156,1239,12284,1018,9944,2860,39272,3757,13668,144,11270,1628,72081,43498,26006,23591,24490,18829,43251,328698,17161,41000,7005,18392,13664,941,14642,146970,13587,2405,1059,33238,36464,5895,14505,3929,11107,1504,17709,43211,10923,19122,3191,847,1694,4353,21053,9138,0,889,26950,637,7824,664,15324,30812,7204,1757,79,4692,898,11827,34002,553,4454,1751,9564,265,25514,3558,12783,464,1376,13983,2264,11281,4308,10562,3871,34931,1018,12559,29579,4932,12120,31653,14239,4961,682,24548,46535,1914,13847,14824,346910,6075,12489,8950,29239,123781,6545,2397,1182,31859,20774,1631,81616,1527,1914,4547,2964,61305,8769,2666,8022,15148
Maddixz,0,11737,0,0,499,25085,21022,161,0,0,0,0,11603,4097,45712,20129,65966,16613,0,6003,4332,687,2303,71457,110171,453,0,58484,192897,0,0,0,100144,0,12429,677,67108,12364,0,172,808,0,52089,0,432149,0,11234,47838,0,0,0,2998,0,2354,0,0,4576,1520,0,133661,0,0,503139,0,0,7495,14659,0,0,2859,0,0,0,143,1799,501,0,1308,0,0,589,1091,78580,17801,338,829,17894,0,0,0,0,0,0,0,1020,206680,0,98,485,0,0,0,46676,13052,0,111632,147,1573,0,0,0,0,0,0,0,0,3823,0,8860,42113,4161,839,764954,273422,6373,24799,186,982,5648,0,0,0,3967,10418,0,178,47944,159,0,0,198024,0,0,107,0,419,0,146433,569,492
Biological Woman,0,14907,6334,2922,9528,15330,44879,0,23083,1290,2271,2210,7330,25271,9388,20893,0,37756,8513,951,3085,24576,11144,492,9620,134,44921,12173,64618,0,143,22839,12351,10056,0,1940,1003,0,35198,0,26884,1767,99579,133,824,7649,551,4377,269,108,49581,26875,1604,896311,67351,0,1500,0,0,290,4311,3074,4852,26186,0,43748,2432,16468,101501,7839,14767,6024,2158,21816,92,123513,87244,12696,2506,1820,7212,0,1621,0,40408,7466,2626,2868,12165,0,0,17971,3706,0,0,0,5430,828,4186,3299,0,0,6069,461,22936,1170,3597,13449,0,2489720,88254,26630,126,17159,90,84,76,9312,4294,20366,979,1403,217,4560,3172,7687,0,4234,1828,18341,10197,402,2075,4642,2698,122,222,5568,4513,176,374,0,0,3000,227,185,16815,17671,114,445225
SpeedSchaf,10548,42375,17254,31179,21061,5474,3852,5788,16183,7526,825,18649,61311,38431,11443,19676,7319,18297,11070,7772,28768,51446,2865,49600,6990,8324,3921,52033,9570,2538,9138,30468,20484,2457,32705,178443,40976,10566,9007,72460,122584,8275,4900,17769,6395,13696,86818,5049,27370,4743,29406,6352,1194,1251,349,60226,10128,15643,780,1347,5695,5486,429959,12585,1117,7235,70593,27683,12843,26780,8626,16235,0,23290,3539,26035,18075,1373,17321,25852,21955,5575,11378,8789,35901,91003,6489,14234,43043,23036,2404,28217,3512,9940,22099,3810,86035,11921,3098,4144,6938,33727,6898,8044,45742,5849,10137,15721,6498,3869,3997,17085,17263,7264,10109,19259,5683,5057,4343,259638,11363,9221,287,16529,4173,3988,6334,28085,65642,4453,6958,15884,12716,28340,15986,14691,16707,11748,8468,7592,42186,0,3619,1730,24895,35914,26252,10884,21267,25953
Tsuyu is Waifu,9137,14444,140852,32435,4475,0,5377,117,45065,293,2485,1069299,23161,11961,17566,2068,581,326,3689,173,8471,1484,6562,469,40409,0,0,7220,212,12121,11394,7384,46916,17084,211292,4002,5987,2097,2883,618,23181,3329,16188,3572,2086,1103,8180,4854,10008,1616,67267,0,4452,1610,26783,14149,928,2153,6206,2259,1927,7338,3169,62126,0,1763,7861,114210,10032,19919,2536,17582,1047,3935,1479,36356,9178,19950,18508,36343,0,1840,15874,3404,30050,20424,8521,112188,562260,0,1598,152005,16834,3865,2685,5443,2211,187,1339,5574,19123,1215,22156,53434,9546,186,4711,6772,5774,1472,107637,1528,3061,3365,20346,5303,4969,43850,25816,401145,2327,21492,897,705,2066,127,4532,10552,13543,1478,1104,3236,161,10183,8246,7563,1486,27233,1381,1257,50305,0,14127,364,19561,8505,3209,4858,4662,0
road to s11,6321,89725,28221,25976,6317,7218,7078,7027,29246,6566,16788,20106,23863,5779,43171,40256,6130,9482,4299,40997,6396,42179,2490,10822,83935,24375,14465,134451,3203,28250,8661,15553,82368,17830,29972,32798,37424,46189,3899,7487,37394,8329,20422,7349,8789,31435,45425,41294,38515,19398,58732,12327,27864,38777,13814,18550,12772,36346,15611,6631,3914,25741,178667,9035,149,25295,217196,23915,40706,43793,2032,27988,9341,33395,6715,42274,4987,2612,156708,16567,70199,9721,7018,14526,37731,10824,8247,10554,22416,52287,22016,16396,2348,43812,29344,239482,130091,12012,65112,11091,17362,1484,3479,26087,12161,1016,14695,69715,4789,19195,16688,4133,55809,48090,8682,7883,9889,11444,4977,31603,43276,17825,4757,16021,24802,621,2044,33472,39071,14724,6470,24794,22874,40278,10706,4367,9404,32618,17351,6987,74417,0,1205,11245,6095,44178,23163,10127,7256,1979
Ecxtress,7893,27559,11722,5175,3334,3794,4839,839,16760,0,159,3407,10624,6626,14691,2686,6580,1779,2534,108,7070,97843,15948,13292,29886,0,2391,10862,971,18269,29749,8432,291,25703,1276,4927,21415,34197,213,2821,4397,90,2405,11618,12246,6069,0,1959,16955,0,7503,1363,12159,12745,5900,9620,333,34171,1378,929,7866,4039,5811,20094,0,5901,46418,3175,8480,8177,1707,20413,32197,13612,3952,8021,256,9785,6763,0,3932,23066,31016,19663,0,0,52887,16249,3376,0,4380,1587,2555,5160,12255,22630,10531,1259,5953,11871,799,0,12717,25962,3816,2864,6118,15579,24583,6683,1827,12661,8823,123,1640,1587,11010,865,3013,11286,1820,1399,14270,3077,14953,65669,1606,4485,11927,2504,2127,78610,1419,6822,162604,18075,58496,2279,3133,32572,5527,0,444,661,6520,10744,4745,1392,0,873
